Date,CLOSE
2010-03-12,12.5
2010-03-15,11.6
2010-03-16,11.41
2010-03-17,11.31
2010-03-18,11.09
2010-03-19,11.12
2010-03-22,11.28
2010-03-23,11.48
2010-03-24,11.53
2010-03-25,11.63
2010-03-26,11.97
2010-03-29,11.96
2010-03-30,12.42
2010-03-31,11.74
2010-04-01,11.53
2010-04-05,11.53
2010-04-06,12.02
2010-04-07,12.19
2010-04-08,12.14
2010-04-09,12.74
2010-04-12,12.8
2010-04-13,12.63
2010-04-14,13.13
2010-04-15,12.86
2010-04-16,12.49
2010-04-19,12.33
2010-04-20,12.43
2010-04-21,12.8
2010-04-22,12.75
2010-04-23,12.65
2010-04-26,13.73
2010-04-27,15.09
2010-04-28,14.4
2010-04-29,14.35
2010-04-30,14.1
2010-05-03,14.1
2010-05-04,15.75
2010-05-05,15.44
2010-05-06,16.31
2010-05-07,16.83
2010-05-10,16.48
2010-05-11,16.07
2010-05-12,15.91
2010-05-13,15.61
2010-05-14,16.09
2010-05-17,15.82
2010-05-18,16.48
2010-05-19,16.25
2010-05-20,16.25
2010-05-21,16.45
2010-05-24,17.08
2010-05-25,16.75
2010-05-26,16.9
2010-05-27,16.32
2010-05-28,16.33
2010-05-31,16.33
2010-06-01,16.47
2010-06-02,16.75
2010-06-03,16.61
2010-06-04,17.5
2010-06-07,18.17
2010-06-08,18.93
2010-06-09,19.0
2010-06-10,18.42
2010-06-11,18.3
2010-06-14,18.95
2010-06-15,19.82
2010-06-16,19.65
2010-06-17,19.87
2010-06-18,19.61
2010-06-21,19.74
2010-06-22,19.36
2010-06-23,19.38
2010-06-24,19.25
2010-06-25,19.02
2010-06-28,19.32
2010-06-29,19.89
2010-06-30,20.31
2010-07-01,20.65
2010-07-02,20.73
2010-07-05,21.4
2010-07-06,21.22
2010-07-07,20.89
2010-07-08,21.0
2010-07-09,21.19
2010-07-12,20.95
2010-07-13,20.82
2010-07-14,20.01
2010-07-15,19.75
2010-07-16,19.07
2010-07-19,19.05
2010-07-20,17.89
2010-07-21,17.07
2010-07-22,17.82
2010-07-23,18.15
2010-07-26,17.41
2010-07-27,17.08
2010-07-28,17.35
2010-07-29,18.19
2010-07-30,18.54
2010-08-02,19.09
2010-08-03,18.83
2010-08-04,19.08
2010-08-05,19.01
2010-08-06,18.68
2010-08-09,18.98
2010-08-10,18.75
2010-08-11,18.8
2010-08-12,18.55
2010-08-13,18.5
2010-08-16,18.05
2010-08-17,17.97
2010-08-18,17.71
2010-08-19,17.94
2010-08-20,18.29
2010-08-23,18.18
2010-08-24,17.73
2010-08-25,17.75
2010-08-26,18.0
2010-08-27,17.87
2010-08-30,18.04
2010-08-31,18.4
2010-09-01,18.33
2010-09-02,18.5
2010-09-03,18.75
2010-09-06,18.23
2010-09-07,18.3
2010-09-08,18.57
2010-09-09,18.78
2010-09-10,18.56
2010-09-13,18.6
2010-09-14,18.51
2010-09-15,18.55
2010-09-16,18.4
2010-09-17,18.39
2010-09-20,18.26
2010-09-21,18.12
2010-09-22,18.3
2010-09-23,18.49
2010-09-24,18.71
2010-09-27,18.54
2010-09-28,19.05
2010-09-29,19.06
2010-09-30,19.26
2010-10-01,18.92
2010-10-04,19.18
2010-10-05,19.0
2010-10-06,18.88
2010-10-07,18.61
2010-10-08,18.73
2010-10-11,19.0
2010-10-12,18.92
2010-10-13,18.83
2010-10-14,19.03
2010-10-15,19.01
2010-10-18,18.92
2010-10-19,18.64
2010-10-20,18.8
2010-10-21,18.63
2010-10-22,18.76
2010-10-25,18.8
2010-10-26,19.15
2010-10-27,19.1
2010-10-28,18.88
2010-10-29,18.86
2010-11-01,18.65
2010-11-02,18.81
2010-11-03,18.9
2010-11-04,18.82
2010-11-05,18.61
2010-11-08,18.36
2010-11-09,18.4
2010-11-10,18.53
2010-11-11,18.63
2010-11-12,18.84
2010-11-15,19.49
2010-11-16,19.33
2010-11-17,19.35
2010-11-18,19.45
2010-11-19,19.52
2010-11-22,20.88
2010-11-23,20.51
2010-11-24,20.9
2010-11-25,20.63
2010-11-26,20.9
2010-11-29,21.81
2010-11-30,21.89
2010-12-01,22.56
2010-12-02,22.56
2010-12-03,23.8
2010-12-06,23.7
2010-12-07,23.47
2010-12-08,24.08
2010-12-09,23.7
2010-12-10,23.68
2010-12-13,22.97
2010-12-14,22.26
2010-12-15,22.31
2010-12-16,23.0
2010-12-17,23.4
2010-12-20,23.02
2010-12-21,22.75
2010-12-22,22.84
2010-12-23,22.85
2010-12-24,23.04
2010-12-29,24.04
2010-12-30,24.57
2010-12-31,24.05
2011-01-03,24.05
2011-01-04,22.81
2011-01-05,22.5
2011-01-06,22.9
2011-01-07,22.7
2011-01-10,22.38
2011-01-11,22.63
2011-01-12,23.08
2011-01-13,22.68
2011-01-14,22.37
2011-01-17,22.51
2011-01-18,22.67
2011-01-19,22.59
2011-01-20,22.56
2011-01-21,22.15
2011-01-24,21.94
2011-01-25,21.58
2011-01-26,21.8
2011-01-27,21.55
2011-01-28,21.29
2011-01-31,21.13
2011-02-01,21.25
2011-02-02,21.79
2011-02-03,22.18
2011-02-04,22.09
2011-02-07,21.9
2011-02-08,21.6
2011-02-09,21.14
2011-02-10,21.25
2011-02-11,21.54
2011-02-14,21.51
2011-02-15,21.37
2011-02-16,21.18
2011-02-17,21.3
2011-02-18,21.2
2011-02-21,21.66
2011-02-22,21.88
2011-02-23,21.9
2011-02-24,21.91
2011-02-25,21.99
2011-02-28,22.11
2011-03-01,22.38
2011-03-02,22.73
2011-03-03,22.6
2011-03-04,23.0
2011-03-07,23.61
2011-03-08,23.19
2011-03-09,23.43
2011-03-10,23.1
2011-03-11,23.8
2011-03-14,25.14
2011-03-15,25.71
2011-03-16,25.77
2011-03-17,24.92
2011-03-18,24.41
2011-03-21,23.99
2011-03-22,24.56
2011-03-23,24.68
2011-03-24,24.73
2011-03-25,24.31
2011-03-28,24.49
2011-03-29,23.98
2011-03-30,23.48
2011-03-31,24.9
2011-04-01,24.88
2011-04-04,24.65
2011-04-05,24.21
2011-04-06,23.83
2011-04-07,23.74
2011-04-08,23.87
2011-04-11,23.9
2011-04-12,23.67
2011-04-13,23.13
2011-04-14,23.17
2011-04-15,23.29
2011-04-18,22.89
2011-04-19,23.03
2011-04-20,23.03
2011-04-21,22.58
2011-04-26,21.85
2011-04-27,22.32
2011-04-28,23.0
2011-04-29,23.1
2011-05-03,22.0
2011-05-04,21.93
2011-05-05,21.88
2011-05-06,21.95
2011-05-09,22.63
2011-05-10,23.17
2011-05-11,23.33
2011-05-12,23.21
2011-05-13,22.8
2011-05-16,23.1
2011-05-17,23.02
2011-05-18,23.05
2011-05-19,23.08
2011-05-20,23.22
2011-05-23,23.24
2011-05-24,23.18
2011-05-25,23.31
2011-05-26,23.24
2011-05-27,23.48
2011-05-31,23.67
2011-06-01,23.21
2011-06-02,22.99
2011-06-03,23.1
2011-06-06,22.89
2011-06-07,22.96
2011-06-08,22.95
2011-06-09,23.0
2011-06-10,23.0
2011-06-13,23.39
2011-06-14,23.28
2011-06-15,23.18
2011-06-16,22.92
2011-06-17,22.91
2011-06-20,22.68
2011-06-21,22.71
2011-06-22,22.6
2011-06-23,22.5
2011-06-24,22.21
2011-06-27,22.0
2011-06-28,22.11
2011-06-29,22.34
2011-06-30,22.31
2011-07-01,21.79
2011-07-04,21.93
2011-07-05,22.03
2011-07-06,21.98
2011-07-07,22.22
2011-07-08,22.03
2011-07-11,21.8
2011-07-12,21.95
2011-07-13,21.87
2011-07-14,21.74
2011-07-15,21.85
2011-07-18,21.96
2011-07-19,21.85
2011-07-20,21.95
2011-07-21,21.86
2011-07-22,21.66
2011-07-25,21.56
2011-07-26,21.4
2011-07-27,21.26
2011-07-28,21.3
2011-07-29,22.28
2011-08-01,21.83
2011-08-02,21.75
2011-08-03,21.63
2011-08-04,21.42
2011-08-05,21.49
2011-08-08,21.57
2011-08-09,21.94
2011-08-10,21.78
2011-08-11,21.89
2011-08-12,22.04
2011-08-15,21.94
2011-08-16,21.87
2011-08-17,22.34
2011-08-18,22.36
2011-08-19,22.19
2011-08-22,22.62
2011-08-23,22.97
2011-08-24,23.3
2011-08-25,22.9
2011-08-26,23.6
2011-08-30,24.55
2011-08-31,27.01
2011-09-01,26.6
2011-09-02,26.0
2011-09-05,26.23
2011-09-06,26.45
2011-09-07,26.54
2011-09-08,27.1
2011-09-09,26.8
2011-09-12,26.35
2011-09-13,25.85
2011-09-14,25.63
2011-09-15,25.8
2011-09-16,25.33
2011-09-19,25.42
2011-09-20,25.56
2011-09-21,25.23
2011-09-22,25.02
2011-09-23,24.96
2011-09-26,24.0
2011-09-27,24.06
2011-09-28,24.65
2011-09-29,24.45
2011-09-30,26.71
2011-10-03,26.63
2011-10-04,26.97
2011-10-05,26.68
2011-10-06,26.2
2011-10-07,25.65
2011-10-10,26.04
2011-10-11,26.25
2011-10-12,26.25
2011-10-13,25.5
2011-10-14,25.7
2011-10-17,25.7
2011-10-18,25.28
2011-10-19,25.07
2011-10-20,25.03
2011-10-21,25.45
2011-10-24,25.53
2011-10-25,24.93
2011-10-26,24.6
2011-10-27,24.79
2011-10-28,24.56
2011-10-31,25.7
2011-11-01,25.6
2011-11-02,25.15
2011-11-03,25.27
2011-11-04,25.29
2011-11-07,26.1
2011-11-08,25.62
2011-11-09,25.23
2011-11-10,25.05
2011-11-11,24.8
2011-11-14,24.65
2011-11-15,24.73
2011-11-16,24.78
2011-11-17,24.53
2011-11-18,24.35
2011-11-21,24.45
2011-11-22,24.35
2011-11-23,24.23
2011-11-24,24.02
2011-11-25,23.94
2011-11-28,23.72
2011-11-29,23.5
2011-11-30,23.78
2011-12-01,23.25
2011-12-02,23.24
2011-12-05,22.95
2011-12-06,22.85
2011-12-07,23.11
2011-12-08,23.49
2011-12-09,23.96
2011-12-12,23.51
2011-12-13,23.81
2011-12-14,23.45
2011-12-15,23.28
2011-12-16,23.12
2011-12-19,22.87
2011-12-20,23.2
2011-12-21,23.1
2011-12-22,23.15
2011-12-23,22.95
2011-12-28,22.45
2011-12-29,22.05
2011-12-30,22.3
2012-01-03,21.6
2012-01-04,21.87
2012-01-05,21.79
2012-01-06,21.72
2012-01-09,22.45
2012-01-10,22.33
2012-01-11,22.65
2012-01-12,22.32
2012-01-13,22.11
2012-01-16,21.53
2012-01-17,21.28
2012-01-18,21.25
2012-01-19,21.3
2012-01-20,21.79
2012-01-23,21.87
2012-01-24,22.18
2012-01-25,22.28
2012-01-26,21.7
2012-01-27,23.07
2012-01-30,23.92
2012-01-31,23.29
2012-02-01,23.5
2012-02-02,23.95
2012-02-03,24.1
2012-02-06,24.33
2012-02-07,24.87
2012-02-08,24.15
2012-02-09,23.83
2012-02-10,23.73
2012-02-13,22.7
2012-02-14,22.92
2012-02-15,23.58
2012-02-16,23.72
2012-02-17,23.6
2012-02-20,23.35
2012-02-21,23.55
2012-02-22,24.03
2012-02-23,23.91
2012-02-24,24.25
2012-02-27,24.93
2012-02-28,24.5
2012-02-29,24.3
2012-03-01,24.1
2012-03-02,24.0
2012-03-05,23.75
2012-03-06,23.55
2012-03-07,23.85
2012-03-08,24.5
2012-03-09,24.73
2012-03-12,24.2
2012-03-13,24.55
2012-03-14,24.9
2012-03-15,24.6
2012-03-16,24.9
2012-03-19,25.33
2012-03-20,25.25
2012-03-21,24.8
2012-03-22,24.35
2012-03-23,24.1
2012-03-26,24.18
2012-03-27,24.35
2012-03-28,24.84
2012-03-29,24.6
2012-03-30,25.38
2012-04-02,24.7
2012-04-03,24.6
2012-04-04,24.39
2012-04-05,24.48
2012-04-10,24.3
2012-04-11,24.64
2012-04-12,24.9
2012-04-13,25.0
2012-04-16,24.47
2012-04-17,24.4
2012-04-18,24.25
2012-04-19,24.4
2012-04-20,24.55
2012-04-23,24.35
2012-04-24,24.18
2012-04-25,24.03
2012-04-26,23.99
2012-04-27,24.24
2012-04-30,25.0
2012-05-01,25.28
2012-05-02,24.9
2012-05-03,24.63
2012-05-04,24.78
2012-05-08,24.55
2012-05-09,24.9
2012-05-10,24.8
2012-05-11,24.65
2012-05-14,24.45
2012-05-15,24.35
2012-05-16,24.2
2012-05-17,23.8
2012-05-18,23.5
2012-05-21,23.43
2012-05-22,23.55
2012-05-23,23.35
2012-05-24,23.45
2012-05-25,23.45
2012-05-28,24.01
2012-05-29,24.05
2012-05-30,23.45
2012-05-31,23.5
2012-06-01,23.48
2012-06-04,23.4
2012-06-05,23.4
2012-06-06,23.7
2012-06-07,23.64
2012-06-08,23.64
2012-06-11,23.64
2012-06-12,23.58
