"Date","CLOSE"
2018-10-01,27.4
2018-10-02,27.341
2018-10-03,27.233
2018-10-04,27.584
2018-10-05,28.17
2018-10-08,27.219
2018-10-09,26.955
2018-10-10,26.316
2018-10-11,25.863
2018-10-12,26.698
2018-10-15,26.756
2018-10-16,26.33
2018-10-17,26.001
2018-10-18,26.145
2018-10-19,26.966
2018-10-22,26.277
2018-10-23,25.794
2018-10-24,25.452
2018-10-25,25.047
2018-10-26,24.573
2018-10-29,24.949
2018-10-30,24.4
2018-10-31,24.544
2018-11-01,23.839
2018-11-02,24.432
2018-11-05,23.971
2018-11-06,24.167
2018-11-07,24.363
2018-11-08,24.559
2018-11-09,24.423
2018-11-12,26.029
2018-11-13,26.595
2018-11-14,26.427
2018-11-15,26.764
2018-11-16,26.058
2018-11-19,24.302
2018-11-20,24.546
2018-11-21,24.65
2018-11-22,24.954
2018-11-23,25.013
2018-11-26,24.875
2018-11-27,25.543
2018-11-28,24.619
2018-11-29,25
2018-11-30,24.798
2018-12-03,25.236
2018-12-04,24.555
2018-12-05,23.973
2018-12-06,23.385
2018-12-07,23.379
2018-12-10,23.373
2018-12-11,23.741
2018-12-12,24.1
2018-12-13,24.415
2018-12-14,24.747
2018-12-17,24.882
2018-12-18,23.908
2018-12-19,24.296
2018-12-20,24.611
2018-12-21,24.861
2018-12-24,24.644
2018-12-25,24.2216666666667
2018-12-26,23.7993333333333
2018-12-27,23.377
2018-12-28,22.83
2018-12-31,22.4
2019-01-01,22.4955
2019-01-02,22.591
2019-01-03,22.369
2019-01-04,23.137
2019-01-07,21.646
2019-01-08,22.318
2019-01-09,21.997
2019-01-10,22.019
2019-01-11,22.592
2019-01-14,21.98
2019-01-15,22.308
2019-01-16,22.32
2019-01-17,23.27
2019-01-18,22.968
2019-01-21,22.086
2019-01-22,22.233
2019-01-23,22.606
2019-01-24,21.771
2019-01-25,21.421
2019-01-28,21.105
2019-01-29,21.135
2019-01-30,20.783
2019-01-31,20.431
2019-02-01,19.949
