Date,HIGH,LOW,OPEN,CLOSE,VOLUME,ticker
2014-11-28,,,,24.21,,ZTPMc1
2014-12-01,,,,24.03,,ZTPMc1
2014-12-02,,,,23.9,,ZTPMc1
2014-12-03,,,,23.95,,ZTPMc1
2014-12-04,,,,23.7,,ZTPMc1
2014-12-05,,,,23.38,,ZTPMc1
2014-12-08,,,,23.1,,ZTPMc1
2014-12-09,,,,23.28,,ZTPMc1
2014-12-10,,,,23.08,,ZTPMc1
2014-12-11,,,,22.83,,ZTPMc1
2014-12-12,,,,22.91,,ZTPMc1
2014-12-15,,,,22.35,,ZTPMc1
2014-12-16,,,,22.45,,ZTPMc1
2014-12-17,,,,22.35,,ZTPMc1
2014-12-18,,,,22.75,,ZTPMc1
2014-12-19,,,,22.64,,ZTPMc1
2014-12-22,,,,22.3,,ZTPMc1
2014-12-23,,,,22.54,,ZTPMc1
2014-12-29,,,,21.95,,ZTPMc1
2014-12-30,,,,21.58,,ZTPMc1
2015-01-02,,,,20.59,,ZTPMc1
2015-01-05,,,,20.47,,ZTPMc1
2015-01-06,,,,20.08,,ZTPMc1
2015-01-07,,,,19.65,,ZTPMc1
2015-01-08,,,,19.72,,ZTPMc1
2015-01-09,,,,19.63,,ZTPMc1
2015-01-12,,,,20.24,,ZTPMc1
2015-01-13,,,,20.6,,ZTPMc1
2015-01-14,,,,20.65,,ZTPMc1
2015-01-15,,,,20.55,,ZTPMc1
2015-01-16,,,,19.95,,ZTPMc1
2015-01-19,,,,19.5,,ZTPMc1
2015-01-20,,,,19.51,,ZTPMc1
2015-01-21,,,,19.79,,ZTPMc1
2015-01-22,,,,19.7,,ZTPMc1
2015-01-23,,,,19.78,,ZTPMc1
2015-01-26,,,,19.73,,ZTPMc1
2015-01-27,,,,20.01,,ZTPMc1
2015-01-28,,,,20.35,,ZTPMc1
2015-01-29,,,,20.76,,ZTPMc1
2015-02-02,,,,20.5,,ZTPMc1
2015-02-03,,,,20.46,,ZTPMc1
2015-02-04,,,,20.64,,ZTPMc1
2015-02-05,,,,21.55,,ZTPMc1
2015-02-06,,,,21.15,,ZTPMc1
2015-02-09,,,,21.37,,ZTPMc1
2015-02-10,,,,22.2,,ZTPMc1
2015-02-11,,,,23.19,,ZTPMc1
2015-02-12,,,,24.44,,ZTPMc1
2015-02-13,,,,23.67,,ZTPMc1
2015-02-16,,,,22.86,,ZTPMc1
2015-02-17,,,,22.73,,ZTPMc1
2015-02-18,,,,22.75,,ZTPMc1
2015-02-19,,,,22.0,,ZTPMc1
2015-02-20,,,,22.23,,ZTPMc1
2015-02-23,,,,21.83,,ZTPMc1
2015-02-24,,,,22.42,,ZTPMc1
2015-02-25,,,,23.25,,ZTPMc1
2015-02-26,,,,23.77,,ZTPMc1
2015-03-02,,,,22.45,,ZTPMc1
2015-03-03,,,,22.04,,ZTPMc1
2015-03-04,,,,22.16,,ZTPMc1
2015-03-05,,,,21.2,,ZTPMc1
2015-03-06,,,,21.15,,ZTPMc1
2015-03-09,,,,21.65,,ZTPMc1
