hub1_CLOSE-0,hub2_CLOSE-0,hub1_hub2_diff-0,hub1_hub2_diff-1,hub1_hub2_diff-2,hub1_hub2_diff-3,hub1_hub2_diff-4,hub1_hub2_diff-5,ttf,nbp
13.783,12.6685037704303,1.1144962295696992,1.0971449483058997,1.147325178285099,1.1099327464428015,1.1624203773841995,1.255143992902699,12.705,11.7093970723718
13.856,12.763855734125,1.0921442658749996,1.1144962295696992,1.0971449483058997,1.147325178285099,1.1099327464428015,1.1624203773841995,12.649,11.7570392738936
13.385,12.2013000307094,1.1836999692906005,1.0921442658749996,1.1144962295696992,1.0971449483058997,1.147325178285099,1.1099327464428015,12.595,11.7506503565701
12.856,11.6003859146279,1.2556140853721,1.1836999692906005,1.0921442658749996,1.1144962295696992,1.0971449483058997,1.147325178285099,12.249,11.5800412870645
12.903,11.896693622684,1.006306377316001,1.2556140853721,1.1836999692906005,1.0921442658749996,1.1144962295696992,1.0971449483058997,12.162,11.6727568498993
12.705,11.7093970723718,0.9956029276281999,1.006306377316001,1.2556140853721,1.1836999692906005,1.0921442658749996,1.1144962295696992,12.518,11.7654724127342
12.649,11.7570392738936,0.8919607261063991,0.9956029276281999,1.006306377316001,1.2556140853721,1.1836999692906005,1.0921442658749996,12.223,11.5831050602245
12.595,11.7506503565701,0.8443496434299007,0.8919607261063991,0.9956029276281999,1.006306377316001,1.2556140853721,1.1836999692906005,11.476,10.9291049919814
12.249,11.5800412870645,0.6689587129355008,0.8443496434299007,0.8919607261063991,0.9956029276281999,1.006306377316001,1.2556140853721,11.205,10.6359033677961
12.162,11.6727568498993,0.48924315010069996,0.6689587129355008,0.8443496434299007,0.8919607261063991,0.9956029276281999,1.006306377316001,11.1,10.2850731907053
12.518,11.7654724127342,0.752527587265801,0.48924315010069996,0.6689587129355008,0.8443496434299007,0.8919607261063991,0.9956029276281999,11.91,11.23410584502
12.223,11.5831050602245,0.6398949397755,0.752527587265801,0.48924315010069996,0.6689587129355008,0.8443496434299007,0.8919607261063991,11.601,11.0341839833487
11.476,10.9291049919814,0.5468950080186001,0.6398949397755,0.752527587265801,0.48924315010069996,0.6689587129355008,0.8443496434299007,11.103,10.5158931313338
11.205,10.6359033677961,0.5690966322038999,0.5468950080186001,0.6398949397755,0.752527587265801,0.48924315010069996,0.6689587129355008,11.52,10.9640362370765
