hub1_CLOSE-0,hub2_CLOSE-0,hub1_hub2_diff-0,hub1_hub2_diff-1,hub1_hub2_diff-2,hub1_hub2_diff-3,hub1_hub2_diff-4,hub1_hub2_diff-5,the,nbp
15.927,16.1721929914355,-0.245192991435502,-0.19148070426860286,-0.216876172928,-0.13823905551570093,-0.3436364008599,-0.27906575220940155,15.185,15.3916054185007
15.662,15.8174685228785,-0.15546852287849866,-0.245192991435502,-0.19148070426860286,-0.216876172928,-0.13823905551570093,-0.3436364008599,14.11,14.3850544238578
15.34,15.5147179854642,-0.17471798546420025,-0.15546852287849866,-0.245192991435502,-0.19148070426860286,-0.216876172928,-0.13823905551570093,14.213,14.472210052206
15.006,15.1568116832156,-0.15081168321560057,-0.17471798546420025,-0.15546852287849866,-0.245192991435502,-0.19148070426860286,-0.216876172928,14.757,15.0883365748797
14.547,14.5599344866414,-0.012934486641398735,-0.15081168321560057,-0.17471798546420025,-0.15546852287849866,-0.245192991435502,-0.19148070426860286,15.123,15.5798836455454
15.185,15.3916054185007,-0.2066054185006987,-0.012934486641398735,-0.15081168321560057,-0.17471798546420025,-0.15546852287849866,-0.245192991435502,15.227,15.5935960691985
14.11,14.3850544238578,-0.2750544238578012,-0.2066054185006987,-0.012934486641398735,-0.15081168321560057,-0.17471798546420025,-0.15546852287849866,14.467,14.8647190091105
14.213,14.472210052206,-0.2592100522060008,-0.2750544238578012,-0.2066054185006987,-0.012934486641398735,-0.15081168321560057,-0.17471798546420025,13.387,13.6102159893541
14.757,15.0883365748797,-0.3313365748796997,-0.2592100522060008,-0.2750544238578012,-0.2066054185006987,-0.012934486641398735,-0.15081168321560057,13.03,13.191720749309
15.123,15.5798836455454,-0.4568836455454015,-0.3313365748796997,-0.2592100522060008,-0.2750544238578012,-0.2066054185006987,-0.012934486641398735,13.0276666666667,13.202845622775
15.227,15.5935960691985,-0.36659606919849885,-0.4568836455454015,-0.3313365748796997,-0.2592100522060008,-0.2750544238578012,-0.2066054185006987,13.0253333333333,13.2139704962409
14.467,14.8647190091105,-0.3977190091104994,-0.36659606919849885,-0.4568836455454015,-0.3313365748796997,-0.2592100522060008,-0.2750544238578012,13.023,13.2250953697069
13.387,13.6102159893541,-0.2232159893540988,-0.3977190091104994,-0.36659606919849885,-0.4568836455454015,-0.3313365748796997,-0.2592100522060008,12.72,12.7188344081619
13.03,13.191720749309,-0.16172074930900138,-0.2232159893540988,-0.3977190091104994,-0.36659606919849885,-0.4568836455454015,-0.3313365748796997,12.575,12.5352878151977
13.0276666666667,13.202845622775,-0.17517895610829903,-0.16172074930900138,-0.2232159893540988,-0.3977190091104994,-0.36659606919849885,-0.4568836455454015,12.4965,12.4949256150408
13.0253333333333,13.2139704962409,-0.18863716290760024,-0.17517895610829903,-0.16172074930900138,-0.2232159893540988,-0.3977190091104994,-0.36659606919849885,12.418,12.4545634148838
13.023,13.2250953697069,-0.20209536970689967,-0.18863716290760024,-0.17517895610829903,-0.16172074930900138,-0.2232159893540988,-0.3977190091104994,13.283,13.2180700856451
12.72,12.7188344081619,0.0011655918381006103,-0.20209536970689967,-0.18863716290760024,-0.17517895610829903,-0.16172074930900138,-0.2232159893540988,12.655,12.5147691677756
12.575,12.5352878151977,0.03971218480229943,0.0011655918381006103,-0.20209536970689967,-0.18863716290760024,-0.17517895610829903,-0.16172074930900138,12.235,12.1395434537824
12.4965,12.4949256150408,0.0015743849591984826,0.03971218480229943,0.0011655918381006103,-0.20209536970689967,-0.18863716290760024,-0.17517895610829903,12.468,12.2569618179957
12.418,12.4545634148838,-0.036563414883801215,0.0015743849591984826,0.03971218480229943,0.0011655918381006103,-0.20209536970689967,-0.18863716290760024,12.61,12.4535046234688
13.283,13.2180700856451,0.0649299143548987,-0.036563414883801215,0.0015743849591984826,0.03971218480229943,0.0011655918381006103,-0.20209536970689967,12.408,12.2030658204525
12.655,12.5147691677756,0.14023083222439858,0.0649299143548987,-0.036563414883801215,0.0015743849591984826,0.03971218480229943,0.0011655918381006103,12.511,12.472051728256
12.235,12.1395434537824,0.09545654621759958,0.14023083222439858,0.0649299143548987,-0.036563414883801215,0.0015743849591984826,0.03971218480229943,11.813,11.6453161360767
12.468,12.2569618179957,0.2110381820042999,0.09545654621759958,0.14023083222439858,0.0649299143548987,-0.036563414883801215,0.0015743849591984826,11.678,11.5874876309414
12.61,12.4535046234688,0.15649537653119872,0.2110381820042999,0.09545654621759958,0.14023083222439858,0.0649299143548987,-0.036563414883801215,11.617,11.5508875012796
12.408,12.2030658204525,0.20493417954750015,0.15649537653119872,0.2110381820042999,0.09545654621759958,0.14023083222439858,0.0649299143548987,11.472,11.3290231002832
12.511,12.472051728256,0.038948271743999285,0.20493417954750015,0.15649537653119872,0.2110381820042999,0.09545654621759958,0.14023083222439858,11.03,10.9420530931177
11.813,11.6453161360767,0.16768386392330115,0.038948271743999285,0.20493417954750015,0.15649537653119872,0.2110381820042999,0.09545654621759958,11.311,11.1848534479817
11.678,11.5874876309414,0.09051236905860094,0.16768386392330115,0.038948271743999285,0.20493417954750015,0.15649537653119872,0.2110381820042999,10.973,10.8357883782032
11.617,11.5508875012796,0.06611249872040048,0.09051236905860094,0.16768386392330115,0.038948271743999285,0.20493417954750015,0.15649537653119872,10.89,10.841543999727
11.472,11.3290231002832,0.14297689971679972,0.06611249872040048,0.09051236905860094,0.16768386392330115,0.038948271743999285,0.20493417954750015,10.924,10.9721854846965
11.03,10.9420530931177,0.08794690688229956,0.14297689971679972,0.06611249872040048,0.09051236905860094,0.16768386392330115,0.038948271743999285,10.971,11.0428471013751
11.311,11.1848534479817,0.12614655201829983,0.08794690688229956,0.14297689971679972,0.06611249872040048,0.09051236905860094,0.16768386392330115,11.232,11.3454887910738
10.973,10.8357883782032,0.13721162179680135,0.12614655201829983,0.08794690688229956,0.14297689971679972,0.06611249872040048,0.09051236905860094,10.68,10.7551499641724
10.89,10.841543999727,0.04845600027300101,0.13721162179680135,0.12614655201829983,0.08794690688229956,0.14297689971679972,0.06611249872040048,10.27,10.2589517862627
10.924,10.9721854846965,-0.04818548469649997,0.04845600027300101,0.13721162179680135,0.12614655201829983,0.08794690688229956,0.14297689971679972,10.293,9.81737537107176
10.971,11.0428471013751,-0.07184710137510031,-0.04818548469649997,0.04845600027300101,0.13721162179680135,0.12614655201829983,0.08794690688229956,9.755,9.15085167366158
11.232,11.3454887910738,-0.1134887910738005,-0.07184710137510031,-0.04818548469649997,0.04845600027300101,0.13721162179680135,0.12614655201829983,9.909,9.26706793598799
10.68,10.7551499641724,-0.07514996417240027,-0.1134887910738005,-0.07184710137510031,-0.04818548469649997,0.04845600027300101,0.13721162179680135,9.769,9.19080799808919
10.27,10.2589517862627,0.011048213737298695,-0.07514996417240027,-0.1134887910738005,-0.07184710137510031,-0.04818548469649997,0.04845600027300101,9.679,8.99607602279319
10.293,9.81737537107176,0.4756246289282391,0.011048213737298695,-0.07514996417240027,-0.1134887910738005,-0.07184710137510031,-0.04818548469649997,9.609,8.88764117787559
9.755,9.15085167366158,0.6041483263384215,0.4756246289282391,0.011048213737298695,-0.07514996417240027,-0.1134887910738005,-0.07184710137510031,9.193,8.42243764288395
9.909,9.26706793598799,0.6419320640120105,0.6041483263384215,0.4756246289282391,0.011048213737298695,-0.07514996417240027,-0.1134887910738005,9.133,8.30686457160405
9.769,9.19080799808919,0.5781920019108107,0.6419320640120105,0.6041483263384215,0.4756246289282391,0.011048213737298695,-0.07514996417240027,9.287,8.41239430852697
9.679,8.99607602279319,0.6829239772068103,0.5781920019108107,0.6419320640120105,0.6041483263384215,0.4756246289282391,0.011048213737298695,9.379,8.51962841641929
9.609,8.88764117787559,0.7213588221244098,0.6829239772068103,0.5781920019108107,0.6419320640120105,0.6041483263384215,0.4756246289282391,9.372,8.5719104650766
9.193,8.42243764288395,0.7705623571160505,0.7213588221244098,0.6829239772068103,0.5781920019108107,0.6419320640120105,0.6041483263384215,9.8,9.07511243047736
9.133,8.30686457160405,0.8261354283959488,0.7705623571160505,0.7213588221244098,0.6829239772068103,0.5781920019108107,0.6419320640120105,9.853,9.17597126966254
9.287,8.41239430852697,0.8746056914730307,0.8261354283959488,0.7705623571160505,0.7213588221244098,0.6829239772068103,0.5781920019108107,10.117,9.39776026205343
9.379,8.51962841641929,0.8593715835807103,0.8746056914730307,0.8261354283959488,0.7705623571160505,0.7213588221244098,0.6829239772068103,10.136,9.42828471013751
9.372,8.5719104650766,0.8000895349233996,0.8593715835807103,0.8746056914730307,0.8261354283959488,0.7705623571160505,0.7213588221244098,9.925,9.34724946258573
9.8,9.07511243047736,0.7248875695226413,0.8000895349233996,0.8593715835807103,0.8746056914730307,0.8261354283959488,0.7705623571160505,9.564,9.17391954140649
9.853,9.17597126966254,0.6770287303374598,0.7248875695226413,0.8000895349233996,0.8593715835807103,0.8746056914730307,0.8261354283959488,9.609,9.18997031425939
10.117,9.39776026205343,0.7192397379465714,0.6770287303374598,0.7248875695226413,0.8000895349233996,0.8593715835807103,0.8746056914730307,9.778,9.33038113761217
10.136,9.42828471013751,0.7077152898624899,0.7192397379465714,0.6770287303374598,0.7248875695226413,0.8000895349233996,0.8593715835807103,9.51,9.16433241205173
9.925,9.34724946258573,0.5777505374142713,0.7077152898624899,0.7192397379465714,0.6770287303374598,0.7248875695226413,0.8000895349233996,9.472,8.60832565598662
9.564,9.17391954140649,0.3900804585935109,0.5777505374142713,0.7077152898624899,0.7192397379465714,0.6770287303374598,0.7248875695226413,9.427,8.74520626471491
9.609,9.18997031425939,0.4190296857406093,0.3900804585935109,0.5777505374142713,0.7077152898624899,0.7192397379465714,0.6770287303374598,9.73,9.07512880881701
9.778,9.33038113761217,0.4476188623878308,0.4190296857406093,0.3900804585935109,0.5777505374142713,0.7077152898624899,0.7192397379465714,9.423,8.82933190022862
9.51,9.16433241205173,0.34566758794827024,0.4476188623878308,0.4190296857406093,0.3900804585935109,0.5777505374142713,0.7077152898624899,9.451,8.78991708465554
9.472,8.60832565598662,0.8636743440133792,0.34566758794827024,0.4476188623878308,0.4190296857406093,0.3900804585935109,0.5777505374142713,9.117,8.61936909270823
9.427,8.74520626471491,0.6817937352850905,0.8636743440133792,0.34566758794827024,0.4476188623878308,0.4190296857406093,0.3900804585935109,9.147,8.45634353567407
9.73,9.07512880881701,0.6548711911829912,0.6817937352850905,0.8636743440133792,0.34566758794827024,0.4476188623878308,0.4190296857406093,9.512,8.98274849012181
9.423,8.82933190022862,0.5936680997713797,0.6548711911829912,0.6817937352850905,0.8636743440133792,0.34566758794827024,0.4476188623878308,9.75,9.38256935203194
9.451,8.78991708465554,0.6610829153444602,0.5936680997713797,0.6548711911829912,0.6817937352850905,0.8636743440133792,0.34566758794827024,9.688,9.21449278329409
9.117,8.61936909270823,0.4976309072917715,0.6610829153444602,0.5936680997713797,0.6548711911829912,0.6817937352850905,0.8636743440133792,9.589,9.04231002832088
9.147,8.45634353567407,0.6906564643259294,0.4976309072917715,0.6610829153444602,0.5936680997713797,0.6548711911829912,0.6817937352850905,8.975,8.59719282082779
9.512,8.98274849012181,0.5292515098781898,0.6906564643259294,0.4976309072917715,0.6610829153444602,0.5936680997713797,0.6548711911829912,8.661,8.36048998532774
9.75,9.38256935203194,0.36743064796806024,0.5292515098781898,0.6906564643259294,0.4976309072917715,0.6610829153444602,0.5936680997713797,8.46,8.04147814515303
9.688,9.21449278329409,0.4735072167059098,0.36743064796806024,0.5292515098781898,0.6906564643259294,0.4976309072917715,0.6610829153444602,8.72,8.48654724127342
9.589,9.04231002832088,0.54668997167912,0.4735072167059098,0.36743064796806024,0.5292515098781898,0.6906564643259294,0.4976309072917715,8.561,8.27312519193367
8.975,8.59719282082779,0.3778071791722102,0.54668997167912,0.4735072167059098,0.36743064796806024,0.5292515098781898,0.6906564643259294,8.114,7.94068584297267
8.661,8.36048998532774,0.300510014672259,0.3778071791722102,0.54668997167912,0.4735072167059098,0.36743064796806024,0.5292515098781898,8.218,8.02911966424404
8.46,8.04147814515303,0.41852185484697024,0.300510014672259,0.3778071791722102,0.54668997167912,0.4735072167059098,0.36743064796806024,7.974,7.6915207970792
8.72,8.48654724127342,0.23345275872658,0.41852185484697024,0.300510014672259,0.3778071791722102,0.54668997167912,0.4735072167059098,7.941,7.49175452963456
8.561,8.27312519193367,0.2878748080663307,0.23345275872658,0.41852185484697024,0.300510014672259,0.3778071791722102,0.54668997167912,7.56,7.03454055345139
8.114,7.94068584297267,0.1733141570273311,0.2878748080663307,0.23345275872658,0.41852185484697024,0.300510014672259,0.3778071791722102,7.27,6.51646364349814
8.218,8.02911966424404,0.1888803357559592,0.1733141570273311,0.2878748080663307,0.23345275872658,0.41852185484697024,0.300510014672259,7.372,6.27301122598696
7.974,7.6915207970792,0.28247920292080053,0.1888803357559592,0.1733141570273311,0.2878748080663307,0.23345275872658,0.41852185484697024,7.294,6.17638789367728
7.941,7.49175452963456,0.44924547036544027,0.28247920292080053,0.1888803357559592,0.1733141570273311,0.2878748080663307,0.23345275872658,7.428,6.33990650697786
7.56,7.03454055345139,0.5254594465486093,0.44924547036544027,0.28247920292080053,0.1888803357559592,0.1733141570273311,0.2878748080663307,7.379,6.2872078343058
7.27,6.51646364349814,0.7535363565018596,0.5254594465486093,0.44924547036544027,0.28247920292080053,0.1888803357559592,0.1733141570273311,7.779,6.56441805711946
7.372,6.27301122598696,1.0989887740130397,0.7535363565018596,0.5254594465486093,0.44924547036544027,0.28247920292080053,0.1888803357559592,7.752,6.5978325997202
7.294,6.17638789367728,1.1176121063227198,1.0989887740130397,0.7535363565018596,0.5254594465486093,0.44924547036544027,0.28247920292080053,7.648,6.566215921111
7.428,6.33990650697786,1.0880934930221402,1.1176121063227198,1.0989887740130397,0.7535363565018596,0.5254594465486093,0.44924547036544027,7.645,6.55542020677654
7.379,6.2872078343058,1.0917921656941996,1.0880934930221402,1.1176121063227198,1.0989887740130397,0.7535363565018596,0.5254594465486093,7.60933333333333,6.57239123758829
7.779,6.56441805711946,1.2145819428805398,1.0917921656941996,1.0880934930221402,1.1176121063227198,1.0989887740130397,0.7535363565018596,7.57366666666667,6.58936226840004
7.752,6.5978325997202,1.1541674002797997,1.2145819428805398,1.0917921656941996,1.0880934930221402,1.1176121063227198,1.0989887740130397,7.538,6.08577609444843
7.648,6.566215921111,1.081784078889,1.1541674002797997,1.2145819428805398,1.0917921656941996,1.0880934930221402,1.1176121063227198,7.112,5.74637322141468
7.645,6.55542020677654,1.0895797932234599,1.081784078889,1.1541674002797997,1.2145819428805398,1.0917921656941996,1.0880934930221402,7.403,5.95977752755314
7.60933333333333,6.57239123758829,1.0369420957450401,1.0895797932234599,1.081784078889,1.1541674002797997,1.2145819428805398,1.0917921656941996,7.468,6.02198792097451
7.57366666666667,6.58936226840004,0.9843043982666293,1.0369420957450401,1.0895797932234599,1.081784078889,1.1541674002797997,1.2145819428805398,7.074,5.39060292762821
7.538,6.08577609444843,1.4522239055515707,0.9843043982666293,1.0369420957450401,1.0895797932234599,1.081784078889,1.1541674002797997,6.781,5.40371924796124
7.112,5.74637322141468,1.3656267785853204,1.4522239055515707,0.9843043982666293,1.0369420957450401,1.0895797932234599,1.081784078889,6.678,5.60961510901832
7.403,5.95977752755314,1.4432224724468599,1.3656267785853204,1.4522239055515707,0.9843043982666293,1.0369420957450401,1.0895797932234599,6.51,5.39935851503054
7.468,6.02198792097451,1.4460120790254898,1.4432224724468599,1.3656267785853204,1.4522239055515707,0.9843043982666293,1.0369420957450401,6.17,4.97434060122155
7.074,5.39060292762821,1.6833970723717897,1.4460120790254898,1.4432224724468599,1.3656267785853204,1.4522239055515707,0.9843043982666293,6.297,5.14579383764971
6.781,5.40371924796124,1.37728075203876,1.6833970723717897,1.4460120790254898,1.4432224724468599,1.3656267785853204,1.4522239055515707,6.549,5.41836626062033
6.678,5.60961510901832,1.0683848909816795,1.37728075203876,1.6833970723717897,1.4460120790254898,1.4432224724468599,1.3656267785853204,6.44,5.17908213054902
6.51,5.39935851503054,1.1106414849694595,1.0683848909816795,1.37728075203876,1.6833970723717897,1.4460120790254898,1.4432224724468599,6.562,5.44019005698297
6.17,4.97434060122155,1.1956593987784503,1.1106414849694595,1.0683848909816795,1.37728075203876,1.6833970723717897,1.4460120790254898,6.3325,5.15666564302044
6.297,5.14579383764971,1.1512061623502898,1.1956593987784503,1.1106414849694595,1.0683848909816795,1.37728075203876,1.6833970723717897,6.103,5.374246766984
6.549,5.41836626062033,1.13063373937967,1.1512061623502898,1.1956593987784503,1.1106414849694595,1.0683848909816795,1.37728075203876,6.062,5.31877367181902
6.44,5.17908213054902,1.2609178694509806,1.13063373937967,1.1512061623502898,1.1956593987784503,1.1106414849694595,1.0683848909816795,6.15,5.33469102944689
6.562,5.44019005698297,1.1218099430170305,1.2609178694509806,1.13063373937967,1.1512061623502898,1.1956593987784503,1.1106414849694595,6.243,5.4427884123247
6.3325,5.15666564302044,1.1758343569795597,1.1218099430170305,1.2609178694509806,1.13063373937967,1.1512061623502898,1.1956593987784503,6.228,5.46091513972771
6.103,5.374246766984,0.7287532330159996,1.1758343569795597,1.1218099430170305,1.2609178694509806,1.13063373937967,1.1512061623502898,6.1,5.17460640802539
6.062,5.31877367181902,0.7432263281809801,0.7287532330159996,1.1758343569795597,1.1218099430170305,1.2609178694509806,1.13063373937967,5.712,4.70399563244276
6.15,5.33469102944689,0.8153089705531107,0.7432263281809801,0.7287532330159996,1.1758343569795597,1.1218099430170305,1.2609178694509806,5.51,4.63237588289487
6.243,5.4427884123247,0.8002115876753004,0.8153089705531107,0.7432263281809801,0.7287532330159996,1.1758343569795597,1.1218099430170305,5.652,4.83764800218378
6.228,5.46091513972771,0.7670848602722895,0.8002115876753004,0.8153089705531107,0.7432263281809801,0.7287532330159996,1.1758343569795597,5.604,4.80711434128365
6.1,5.17460640802539,0.9253935919746095,0.7670848602722895,0.8002115876753004,0.8153089705531107,0.7432263281809801,0.7287532330159996,5.332,4.39491008973965
5.712,4.70399563244276,1.0080043675572394,0.9253935919746095,0.7670848602722895,0.8002115876753004,0.8153089705531107,0.7432263281809801,4.942,4.27407718292558
5.51,4.63237588289487,0.87762411710513,1.0080043675572394,0.9253935919746095,0.7670848602722895,0.8002115876753004,0.8153089705531107,4.756,4.10130685501757
5.652,4.83764800218378,0.8143519978162201,0.87762411710513,1.0080043675572394,0.9253935919746095,0.7670848602722895,0.8002115876753004,4.054,3.53029890469854
5.604,4.80711434128365,0.7968856587163504,0.8143519978162201,0.87762411710513,1.0080043675572394,0.9253935919746095,0.7670848602722895,4.265,3.60168833384516
5.332,4.39491008973965,0.93708991026035,0.7968856587163504,0.8143519978162201,0.87762411710513,1.0080043675572394,0.9253935919746095,5.043,3.60911249872044
4.942,4.27407718292558,0.6679228170744205,0.93708991026035,0.7968856587163504,0.8143519978162201,0.87762411710513,1.0080043675572394,4.402,3.76220561640564
4.756,4.10130685501757,0.6546931449824305,0.6679228170744205,0.93708991026035,0.7968856587163504,0.8143519978162201,0.87762411710513,3.941,3.37510901832327
4.054,3.53029890469854,0.5237010953014605,0.6546931449824305,0.6679228170744205,0.93708991026035,0.7968856587163504,0.8143519978162201,3.83,3.16445900296857
4.265,3.60168833384516,0.6633116661548395,0.5237010953014605,0.6546931449824305,0.6679228170744205,0.93708991026035,0.7968856587163504,4.679,3.65293991196642
5.043,3.60911249872044,1.43388750127956,0.6633116661548395,0.5237010953014605,0.6546931449824305,0.6679228170744205,0.93708991026035,4.94166666666667,3.3654959565974
4.402,3.76220561640564,0.63979438359436,1.43388750127956,0.6633116661548395,0.5237010953014605,0.6546931449824305,0.6679228170744205,5.20433333333333,4.1816641075511
3.941,3.37510901832327,0.5658909816767297,0.63979438359436,1.43388750127956,0.6633116661548395,0.5237010953014605,0.6546931449824305,5.467,4.63994267581124
3.83,3.16445900296857,0.6655409970314299,0.5658909816767297,0.63979438359436,1.43388750127956,0.6633116661548395,0.5237010953014605,5.548,4.84725594567851
4.679,3.65293991196642,1.0260600880335802,0.6655409970314299,0.5658909816767297,0.63979438359436,1.43388750127956,0.6633116661548395,5.77,5.31627699866926
4.94166666666667,3.3654959565974,1.57617071006927,1.0260600880335802,0.6655409970314299,0.5658909816767297,0.63979438359436,1.43388750127956,5.361,4.90380728153683
5.20433333333333,4.1816641075511,1.0226692257822299,1.57617071006927,1.0260600880335802,0.6655409970314299,0.5658909816767297,0.63979438359436,4.924,4.4563005425325
5.467,4.63994267581124,0.8270573241887593,1.0226692257822299,1.57617071006927,1.0260600880335802,0.6655409970314299,0.5658909816767297,4.864,4.53445593202989
5.548,4.84725594567851,0.7007440543214898,0.8270573241887593,1.0226692257822299,1.57617071006927,1.0260600880335802,0.6655409970314299,5.055,4.83601903981984
5.77,5.31627699866926,0.4537230013307392,0.7007440543214898,0.8270573241887593,1.0226692257822299,1.57617071006927,1.0260600880335802,5.36,5.30543829119323
5.361,4.90380728153683,0.4571927184631699,0.4537230013307392,0.7007440543214898,0.8270573241887593,1.0226692257822299,1.57617071006927,5.596,5.44447333401576
4.924,4.4563005425325,0.46769945746749997,0.4571927184631699,0.4537230013307392,0.7007440543214898,0.8270573241887593,1.0226692257822299,5.315,5.03167263793633
4.864,4.53445593202989,0.3295440679701098,0.46769945746749997,0.4571927184631699,0.4537230013307392,0.7007440543214898,0.8270573241887593,5.232,5.08118947691678
5.055,4.83601903981984,0.21898096018015956,0.3295440679701098,0.46769945746749997,0.4571927184631699,0.4537230013307392,0.7007440543214898,5.51,5.30666905517453
5.36,5.30543829119323,0.05456170880677025,0.21898096018015956,0.3295440679701098,0.46769945746749997,0.4571927184631699,0.4537230013307392,5.698,5.43794451837445
5.596,5.44447333401576,0.1515266659842398,0.05456170880677025,0.21898096018015956,0.3295440679701098,0.46769945746749997,0.4571927184631699,5.583,5.22205548162555
5.315,5.03167263793633,0.2833273620636705,0.1515266659842398,0.05456170880677025,0.21898096018015956,0.3295440679701098,0.46769945746749997,5.918,5.66485822499744
5.232,5.08118947691678,0.15081052308322018,0.2833273620636705,0.1515266659842398,0.05456170880677025,0.21898096018015956,0.3295440679701098,5.743,5.51291636810318
5.51,5.30666905517453,0.20333094482546965,0.15081052308322018,0.2833273620636705,0.1515266659842398,0.05456170880677025,0.21898096018015956,5.383,5.14746784044767
5.698,5.43794451837445,0.2600554816255505,0.20333094482546965,0.15081052308322018,0.2833273620636705,0.1515266659842398,0.05456170880677025,5.235,5.22089057221824
5.583,5.22205548162555,0.36094451837444996,0.2600554816255505,0.20333094482546965,0.15081052308322018,0.2833273620636705,0.1515266659842398,5.9,5.96089091343365
5.918,5.66485822499744,0.2531417750025602,0.36094451837444996,0.2600554816255505,0.20333094482546965,0.15081052308322018,0.2833273620636705,6.219,6.10788958269355
5.743,5.51291636810318,0.23008363189682068,0.2531417750025602,0.36094451837444996,0.2600554816255505,0.20333094482546965,0.15081052308322018,5.937,5.94535366977173
5.383,5.14746784044767,0.23553215955232965,0.23008363189682068,0.2531417750025602,0.36094451837444996,0.2600554816255505,0.20333094482546965,6.0115,5.81508035622889
5.235,5.22089057221824,0.014109427781760608,0.23553215955232965,0.23008363189682068,0.2531417750025602,0.36094451837444996,0.2600554816255505,6.086,5.72083666018357
5.9,5.96089091343365,-0.060890913433649274,0.014109427781760608,0.23553215955232965,0.23008363189682068,0.2531417750025602,0.36094451837444996,6.118,5.73924727880711
6.219,6.10788958269355,0.11111041730644988,-0.060890913433649274,0.014109427781760608,0.23553215955232965,0.23008363189682068,0.2531417750025602,6.234,5.89416146313167
5.937,5.94535366977173,-0.008353669771730132,0.11111041730644988,-0.060890913433649274,0.014109427781760608,0.23553215955232965,0.23008363189682068,5.967,5.72266113897704
6.0115,5.81508035622889,0.19641964377110988,-0.008353669771730132,0.11111041730644988,-0.060890913433649274,0.014109427781760608,0.23553215955232965,5.808,5.52981164909407
6.086,5.72083666018357,0.36516333981643,0.19641964377110988,-0.008353669771730132,0.11111041730644988,-0.060890913433649274,0.014109427781760608,5.526,5.20688606817484
6.118,5.73924727880711,0.3787527211928907,0.36516333981643,0.19641964377110988,-0.008353669771730132,0.11111041730644988,-0.060890913433649274,5.16,4.67455147234449
6.234,5.89416146313167,0.33983853686832965,0.3787527211928907,0.36516333981643,0.19641964377110988,-0.008353669771730132,0.11111041730644988,5.116,4.85840106459208
5.967,5.72266113897704,0.24433886102295954,0.33983853686832965,0.3787527211928907,0.36516333981643,0.19641964377110988,-0.008353669771730132,5.275,5.11901695840584
5.808,5.52981164909407,0.2781883509059302,0.24433886102295954,0.33983853686832965,0.3787527211928907,0.36516333981643,0.19641964377110988,5.172,4.88626471491453
5.526,5.20688606817484,0.3191139318251599,0.2781883509059302,0.24433886102295954,0.33983853686832965,0.3787527211928907,0.36516333981643,5.175,5.03473231651141
5.16,4.67455147234449,0.4854485276555103,0.3191139318251599,0.2781883509059302,0.24433886102295954,0.33983853686832965,0.3787527211928907,4.793,4.60702835500051
5.116,4.85840106459208,0.2575989354079198,0.4854485276555103,0.3191139318251599,0.2781883509059302,0.24433886102295954,0.33983853686832965,4.892,4.7883137134473
5.275,5.11901695840584,0.1559830415941601,0.2575989354079198,0.4854485276555103,0.3191139318251599,0.2781883509059302,0.24433886102295954,4.899,4.89992834476405
5.172,4.88626471491453,0.28573528508546975,0.1559830415941601,0.2575989354079198,0.4854485276555103,0.3191139318251599,0.2781883509059302,5.136,5.13510424130754
5.175,5.03473231651141,0.14026768348858987,0.28573528508546975,0.1559830415941601,0.2575989354079198,0.4854485276555103,0.3191139318251599,5.107,5.08506295424301
4.793,4.60702835500051,0.1859716449994906,0.14026768348858987,0.28573528508546975,0.1559830415941601,0.2575989354079198,0.4854485276555103,4.862,4.82753915446822
4.892,4.7883137134473,0.1036862865527004,0.1859716449994906,0.14026768348858987,0.28573528508546975,0.1559830415941601,0.2575989354079198,5.095,4.96644658272768
4.899,4.89992834476405,-0.0009283447640502374,0.1036862865527004,0.1859716449994906,0.14026768348858987,0.28573528508546975,0.1559830415941601,5.302,5.15851776026205
5.136,5.13510424130754,0.000895758692459836,-0.0009283447640502374,0.1036862865527004,0.1859716449994906,0.14026768348858987,0.28573528508546975,5.353,5.07545842290238
5.107,5.08506295424301,0.021937045756990514,0.000895758692459836,-0.0009283447640502374,0.1036862865527004,0.1859716449994906,0.14026768348858987,6.253,5.93003992220289
4.862,4.82753915446822,0.03446084553177986,0.021937045756990514,0.000895758692459836,-0.0009283447640502374,0.1036862865527004,0.1859716449994906,7.017,6.89751492817416
5.095,4.96644658272768,0.12855341727231995,0.03446084553177986,0.021937045756990514,0.000895758692459836,-0.0009283447640502374,0.1036862865527004,7.528,7.4711352236667
5.302,5.15851776026205,0.14348223973795005,0.12855341727231995,0.03446084553177986,0.021937045756990514,0.000895758692459836,-0.0009283447640502374,7.433,7.52336984338213
5.353,5.07545842290238,0.27754157709761973,0.14348223973795005,0.12855341727231995,0.03446084553177986,0.021937045756990514,0.000895758692459836,8.004,8.15748558364896
6.253,5.93003992220289,0.3229600777971102,0.27754157709761973,0.14348223973795005,0.12855341727231995,0.03446084553177986,0.021937045756990514,8.064,8.24196949534241
7.017,6.89751492817416,0.11948507182584045,0.3229600777971102,0.27754157709761973,0.14348223973795005,0.12855341727231995,0.03446084553177986,7.655,7.94081618725902
7.528,7.4711352236667,0.05686477633329989,0.11948507182584045,0.3229600777971102,0.27754157709761973,0.14348223973795005,0.12855341727231995,7.494,7.79858975671341
7.433,7.52336984338213,-0.09036984338213028,0.05686477633329989,0.11948507182584045,0.3229600777971102,0.27754157709761973,0.14348223973795005,7.307,7.60291739174941
8.004,8.15748558364896,-0.15348558364896014,-0.09036984338213028,0.05686477633329989,0.11948507182584045,0.3229600777971102,0.27754157709761973,7.385,7.66398096018016
