hub1_CLOSE-0,hub2_CLOSE-0,hub1_hub2_diff-0,hub1_hub2_diff-1,hub1_hub2_diff-2,hub1_hub2_diff-3,hub1_hub2_diff-4,hub1_hub2_diff-5,the,nbp
18.354,18.2424813184563,0.11151868154369993,0.03496871054700179,0.07785962398060065,0.17433664312279973,0.12573760535029876,0.2757966356160999,18.367,18.2082417169959
18.546,18.5332418876036,0.012758112396397792,0.11151868154369993,0.03496871054700179,0.07785962398060065,0.17433664312279973,0.12573760535029876,18.824,18.6204442624629
18.262,18.1971235540997,0.06487644590029973,0.012758112396397792,0.11151868154369993,0.03496871054700179,0.07785962398060065,0.17433664312279973,18.193,17.9168799262975
18.673,18.5459023441499,0.1270976558500969,0.06487644590029973,0.012758112396397792,0.11151868154369993,0.03496871054700179,0.07785962398060065,17.851,17.6447026307708
18.148,17.8436871737128,0.30431282628719813,0.1270976558500969,0.06487644590029973,0.012758112396397792,0.11151868154369993,0.03496871054700179,17.636,17.3420138533456
18.367,18.2082417169959,0.15875828300410078,0.30431282628719813,0.1270976558500969,0.06487644590029973,0.012758112396397792,0.11151868154369993,17.74,17.3788733067185
18.824,18.6204442624629,0.20355573753710132,0.15875828300410078,0.30431282628719813,0.1270976558500969,0.06487644590029973,0.012758112396397792,18.34,17.9348623195824
18.193,17.9168799262975,0.2761200737025007,0.20355573753710132,0.15875828300410078,0.30431282628719813,0.1270976558500969,0.06487644590029973,18.456,17.5449643429897
17.851,17.6447026307708,0.2062973692291976,0.2761200737025007,0.20355573753710132,0.15875828300410078,0.30431282628719813,0.1270976558500969,17.989,17.0695755280308
17.636,17.3420138533456,0.2939861466544009,0.2062973692291976,0.2761200737025007,0.20355573753710132,0.15875828300410078,0.30431282628719813,18.085,17.1046780632613
17.74,17.3788733067185,0.3611266932814985,0.2939861466544009,0.2062973692291976,0.2761200737025007,0.20355573753710132,0.15875828300410078,17.811,17.0251980755451
18.34,17.9348623195824,0.40513768041759946,0.3611266932814985,0.2939861466544009,0.2062973692291976,0.2761200737025007,0.20355573753710132,17.558,16.7217279148326
18.456,17.5449643429897,0.9110356570102986,0.40513768041759946,0.3611266932814985,0.2939861466544009,0.2062973692291976,0.2761200737025007,17.477,16.6874500972464
17.989,17.0695755280308,0.9194244719692009,0.9110356570102986,0.40513768041759946,0.3611266932814985,0.2939861466544009,0.2062973692291976,17.397,16.5841846657795
18.085,17.1046780632613,0.9803219367387008,0.9194244719692009,0.9110356570102986,0.40513768041759946,0.3611266932814985,0.2939861466544009,17.257,16.585730712799
17.811,17.0251980755451,0.7858019244549013,0.9803219367387008,0.9194244719692009,0.9110356570102986,0.40513768041759946,0.3611266932814985,16.745,16.0921510219402
17.558,16.7217279148326,0.8362720851674013,0.7858019244549013,0.9803219367387008,0.9194244719692009,0.9110356570102986,0.40513768041759946,16.336,15.7712485071826
17.477,16.6874500972464,0.789549902753599,0.8362720851674013,0.7858019244549013,0.9803219367387008,0.9194244719692009,0.9110356570102986,16.222,15.5057017094892
17.397,16.5841846657795,0.8128153342204989,0.789549902753599,0.8362720851674013,0.7858019244549013,0.9803219367387008,0.9194244719692009,15.869,15.0450793325827
17.257,16.585730712799,0.6712692872010031,0.8128153342204989,0.789549902753599,0.8362720851674013,0.7858019244549013,0.9803219367387008,15.538,14.8533995291227
16.745,16.0921510219402,0.6528489780598008,0.6712692872010031,0.8128153342204989,0.789549902753599,0.8362720851674013,0.7858019244549013,15.539,14.8664605725595
16.336,15.7712485071826,0.5647514928173987,0.6528489780598008,0.6712692872010031,0.8128153342204989,0.789549902753599,0.8362720851674013,15.762,15.019119664244
16.222,15.5057017094892,0.7162982905108013,0.5647514928173987,0.6528489780598008,0.6712692872010031,0.8128153342204989,0.789549902753599,15.245,14.5834056710001
15.869,15.0450793325827,0.8239206674172994,0.7162982905108013,0.5647514928173987,0.6528489780598008,0.6712692872010031,0.8128153342204989,15.103,14.4458235233903
15.538,14.8533995291227,0.6846004708772995,0.8239206674172994,0.7162982905108013,0.5647514928173987,0.6528489780598008,0.6712692872010031,14.801,14.1393073327191
15.539,14.8664605725595,0.6725394274404994,0.6846004708772995,0.8239206674172994,0.7162982905108013,0.5647514928173987,0.6528489780598008,15.017,14.3061398300747
15.762,15.019119664244,0.7428803357560003,0.6725394274404994,0.6846004708772995,0.8239206674172994,0.7162982905108013,0.5647514928173987,15.587,14.9946483775207
15.245,14.5834056710001,0.6615943289998985,0.7428803357560003,0.6725394274404994,0.6846004708772995,0.8239206674172994,0.7162982905108013,15.05,14.282476882656
15.103,14.4458235233903,0.657176476609699,0.6615943289998985,0.7428803357560003,0.6725394274404994,0.6846004708772995,0.8239206674172994,14.901,13.7190558569625
14.801,14.1393073327191,0.6616926672808994,0.657176476609699,0.6615943289998985,0.7428803357560003,0.6725394274404994,0.6846004708772995,14.535,13.2964110963251
15.017,14.3061398300747,0.710860169925299,0.6616926672808994,0.657176476609699,0.6615943289998985,0.7428803357560003,0.6725394274404994,14.092,12.8525403487221
15.587,14.9946483775207,0.5923516224792991,0.710860169925299,0.6616926672808994,0.657176476609699,0.6615943289998985,0.7428803357560003,14.982,13.5771590405023
15.05,14.282476882656,0.767523117344,0.5923516224792991,0.710860169925299,0.6616926672808994,0.657176476609699,0.6615943289998985,15.592,14.2405514041014
14.901,13.7190558569625,1.1819441430374997,0.767523117344,0.5923516224792991,0.710860169925299,0.6616926672808994,0.657176476609699,17.284,16.2890647285631
14.535,13.2964110963251,1.2385889036749003,1.1819441430374997,0.767523117344,0.5923516224792991,0.710860169925299,0.6616926672808994,16.675,15.4906629815402
14.092,12.8525403487221,1.239459651277901,1.2385889036749003,1.1819441430374997,0.767523117344,0.5923516224792991,0.710860169925299,17.3,16.391886579998
14.982,13.5771590405023,1.4048409594976992,1.239459651277901,1.2385889036749003,1.1819441430374997,0.767523117344,0.5923516224792991,16.4,15.102580270925
15.592,14.2405514041014,1.3514485958986011,1.4048409594976992,1.239459651277901,1.2385889036749003,1.1819441430374997,0.767523117344,16.689,15.4893274644283
17.284,16.2890647285631,0.9949352714368978,1.3514485958986011,1.4048409594976992,1.239459651277901,1.2385889036749003,1.1819441430374997,16.575,15.2097942471082
16.675,15.4906629815402,1.1843370184598,0.9949352714368978,1.3514485958986011,1.4048409594976992,1.239459651277901,1.2385889036749003,15.757,14.2626123451735
17.3,16.391886579998,0.9081134200019996,1.1843370184598,0.9949352714368978,1.3514485958986011,1.4048409594976992,1.239459651277901,15.587,14.0762329818815
16.4,15.102580270925,1.2974197290749991,0.9081134200019996,1.1843370184598,0.9949352714368978,1.3514485958986011,1.4048409594976992,15.94,14.4315835807145
16.689,15.4893274644283,1.1996725355717004,1.2974197290749991,0.9081134200019996,1.1843370184598,0.9949352714368978,1.3514485958986011,15.18,13.5763752687071
16.575,15.2097942471082,1.3652057528918,1.1996725355717004,1.2974197290749991,0.9081134200019996,1.1843370184598,0.9949352714368978,15.1746666666667,13.550374313304
15.757,14.2626123451735,1.4943876548265003,1.3652057528918,1.1996725355717004,1.2974197290749991,0.9081134200019996,1.1843370184598,15.1693333333333,13.5243733579008
15.587,14.0762329818815,1.5107670181185,1.4943876548265003,1.3652057528918,1.1996725355717004,1.2974197290749991,0.9081134200019996,15.164,13.4983724024977
15.94,14.4315835807145,1.5084164192854992,1.5107670181185,1.4943876548265003,1.3652057528918,1.1996725355717004,1.2974197290749991,15.017,13.3690981676733
15.18,13.5763752687071,1.6036247312929,1.5084164192854992,1.5107670181185,1.4943876548265003,1.3652057528918,1.1996725355717004,15.259,13.5800962227454
15.1746666666667,13.550374313304,1.6242923533627014,1.6036247312929,1.5084164192854992,1.5107670181185,1.4943876548265003,1.3652057528918,15.173,13.3913501893746
15.1693333333333,13.5243733579008,1.644959975432501,1.6242923533627014,1.6036247312929,1.5084164192854992,1.5107670181185,1.4943876548265003,15.36,13.4410666393694
15.164,13.4983724024977,1.665627597502299,1.644959975432501,1.6242923533627014,1.6036247312929,1.5084164192854992,1.5107670181185,15.136,13.3482280683796
15.017,13.3690981676733,1.6479018323266992,1.665627597502299,1.644959975432501,1.6242923533627014,1.6036247312929,1.5084164192854992,15.134,12.9594929539018
15.259,13.5800962227454,1.6789037772546003,1.6479018323266992,1.665627597502299,1.644959975432501,1.6242923533627014,1.6036247312929,15.132,13.2781942880541
15.173,13.3913501893746,1.7816498106253995,1.6789037772546003,1.6479018323266992,1.665627597502299,1.644959975432501,1.6242923533627014,15.301,13.6391442317535
15.36,13.4410666393694,1.9189333606306,1.7816498106253995,1.6789037772546003,1.6479018323266992,1.665627597502299,1.644959975432501,15.109,13.2695001194254
15.136,13.3482280683796,1.7877719316203997,1.9189333606306,1.7816498106253995,1.6789037772546003,1.6479018323266992,1.665627597502299,14.917,12.8998560070973
15.134,12.9594929539018,2.174507046098201,1.7877719316203997,1.9189333606306,1.7816498106253995,1.6789037772546003,1.6479018323266992,15.033,13.1595796226158
15.132,13.2781942880541,1.853805711945899,2.174507046098201,1.7877719316203997,1.9189333606306,1.7816498106253995,1.6789037772546003,15.213,13.3470672535572
15.301,13.6391442317535,1.6618557682465003,1.853805711945899,2.174507046098201,1.7877719316203997,1.9189333606306,1.7816498106253995,14.751,12.8496748217149
15.109,13.2695001194254,1.8394998805746,1.6618557682465003,1.853805711945899,2.174507046098201,1.7877719316203997,1.9189333606306,14.525,12.6638550516941
14.917,12.8998560070973,2.0171439929026995,1.8394998805746,1.6618557682465003,1.853805711945899,2.174507046098201,1.7877719316203997,14.534,12.6685037704303
15.033,13.1595796226158,1.8734203773841998,2.0171439929026995,1.8394998805746,1.6618557682465003,1.853805711945899,2.174507046098201,14.596,12.763855734125
15.213,13.3470672535572,1.8659327464428,1.8734203773841998,2.0171439929026995,1.8394998805746,1.6618557682465003,1.853805711945899,14.111,12.2013000307094
14.751,12.8496748217149,1.9013251782850986,1.8659327464428,1.8734203773841998,2.0171439929026995,1.8394998805746,1.6618557682465003,13.612,11.6003859146279
14.525,12.6638550516941,1.8611449483059008,1.9013251782850986,1.8659327464428,1.8734203773841998,2.0171439929026995,1.8394998805746,13.59,11.896693622684
14.534,12.6685037704303,1.8654962295697004,1.8611449483059008,1.9013251782850986,1.8659327464428,1.8734203773841998,2.0171439929026995,13.452,11.7093970723718
14.596,12.763855734125,1.8321442658749998,1.8654962295697004,1.8611449483059008,1.9013251782850986,1.8659327464428,1.8734203773841998,13.404,11.7570392738936
14.111,12.2013000307094,1.9096999692906014,1.8321442658749998,1.8654962295697004,1.8611449483059008,1.9013251782850986,1.8659327464428,13.328,11.7506503565701
13.612,11.6003859146279,2.0116140853721003,1.9096999692906014,1.8321442658749998,1.8654962295697004,1.8611449483059008,1.9013251782850986,13.004,11.5800412870645
13.59,11.896693622684,1.6933063773160004,2.0116140853721003,1.9096999692906014,1.8321442658749998,1.8654962295697004,1.8611449483059008,13.144,11.6727568498993
13.452,11.7093970723718,1.7426029276281998,1.6933063773160004,2.0116140853721003,1.9096999692906014,1.8321442658749998,1.8654962295697004,13.284,11.7654724127342
13.404,11.7570392738936,1.6469607261063999,1.7426029276281998,1.6933063773160004,2.0116140853721003,1.9096999692906014,1.8321442658749998,12.927,11.5831050602245
13.328,11.7506503565701,1.5773496434298995,1.6469607261063999,1.7426029276281998,1.6933063773160004,2.0116140853721003,1.9096999692906014,12.6,10.9291049919814
13.004,11.5800412870645,1.4239587129354998,1.5773496434298995,1.6469607261063999,1.7426029276281998,1.6933063773160004,2.0116140853721003,11.837,10.6359033677961
13.144,11.6727568498993,1.4712431501006993,1.4239587129354998,1.5773496434298995,1.6469607261063999,1.7426029276281998,1.6933063773160004,11.578,10.2850731907053
13.284,11.7654724127342,1.518527587265801,1.4712431501006993,1.4239587129354998,1.5773496434298995,1.6469607261063999,1.7426029276281998,12.359,11.23410584502
12.927,11.5831050602245,1.343894939775499,1.518527587265801,1.4712431501006993,1.4239587129354998,1.5773496434298995,1.6469607261063999,12.055,11.0341839833487
12.6,10.9291049919814,1.670895008018599,1.343894939775499,1.518527587265801,1.4712431501006993,1.4239587129354998,1.5773496434298995,11.522,10.5158931313338
11.837,10.6359033677961,1.2010966322038996,1.670895008018599,1.343894939775499,1.518527587265801,1.4712431501006993,1.4239587129354998,11.932,10.9640362370765
11.578,10.2850731907053,1.2929268092947002,1.2010966322038996,1.670895008018599,1.343894939775499,1.518527587265801,1.4712431501006993,12.157,11.3651622479271
