hub1_CLOSE-0,hub2_CLOSE-0,hub1_hub2_diff-0,hub1_hub2_diff-1,hub1_hub2_diff-2,hub1_hub2_diff-3,hub1_hub2_diff-4,hub1_hub2_diff-5,ttf,the
26.278,26.427,-0.1490000000000009,-0.07600000000000051,-0.07400000000000162,-0.09699999999999775,-0.13000000000000256,0.05700000000000216,24.5,24.65
26.677,26.764,-0.08699999999999974,-0.1490000000000009,-0.07600000000000051,-0.07400000000000162,-0.09699999999999775,-0.13000000000000256,24.71,24.954
25.956,26.058,-0.10200000000000031,-0.08699999999999974,-0.1490000000000009,-0.07600000000000051,-0.07400000000000162,-0.09699999999999775,24.819,25.013
24.152,24.302,-0.14999999999999858,-0.10200000000000031,-0.08699999999999974,-0.1490000000000009,-0.07600000000000051,-0.07400000000000162,24.543,24.875
24.352,24.546,-0.19399999999999906,-0.14999999999999858,-0.10200000000000031,-0.08699999999999974,-0.1490000000000009,-0.07600000000000051,25.159,25.543
24.5,24.65,-0.14999999999999858,-0.19399999999999906,-0.14999999999999858,-0.10200000000000031,-0.08699999999999974,-0.1490000000000009,24.302,24.619
24.71,24.954,-0.24399999999999977,-0.14999999999999858,-0.19399999999999906,-0.14999999999999858,-0.10200000000000031,-0.08699999999999974,24.633,25.0
24.819,25.013,-0.19400000000000261,-0.24399999999999977,-0.14999999999999858,-0.19399999999999906,-0.14999999999999858,-0.10200000000000031,24.691,24.798
24.543,24.875,-0.33200000000000074,-0.19400000000000261,-0.24399999999999977,-0.14999999999999858,-0.19399999999999906,-0.14999999999999858,25.083,25.236
25.159,25.543,-0.38400000000000034,-0.33200000000000074,-0.19400000000000261,-0.24399999999999977,-0.14999999999999858,-0.19399999999999906,24.417,24.555
24.302,24.619,-0.31700000000000017,-0.38400000000000034,-0.33200000000000074,-0.19400000000000261,-0.24399999999999977,-0.14999999999999858,23.822,23.973
24.633,25.0,-0.3670000000000009,-0.31700000000000017,-0.38400000000000034,-0.33200000000000074,-0.19400000000000261,-0.24399999999999977,23.166,23.385
24.691,24.798,-0.10699999999999932,-0.3670000000000009,-0.31700000000000017,-0.38400000000000034,-0.33200000000000074,-0.19400000000000261,23.143,23.379
25.083,25.236,-0.15300000000000225,-0.10699999999999932,-0.3670000000000009,-0.31700000000000017,-0.38400000000000034,-0.33200000000000074,23.25,23.373
24.417,24.555,-0.13799999999999812,-0.15300000000000225,-0.10699999999999932,-0.3670000000000009,-0.31700000000000017,-0.38400000000000034,23.621,23.741
23.822,23.973,-0.1509999999999998,-0.13799999999999812,-0.15300000000000225,-0.10699999999999932,-0.3670000000000009,-0.31700000000000017,23.92,24.1
23.166,23.385,-0.2190000000000012,-0.1509999999999998,-0.13799999999999812,-0.15300000000000225,-0.10699999999999932,-0.3670000000000009,24.226,24.415
23.143,23.379,-0.23600000000000065,-0.2190000000000012,-0.1509999999999998,-0.13799999999999812,-0.15300000000000225,-0.10699999999999932,24.646,24.747
23.25,23.373,-0.12300000000000111,-0.23600000000000065,-0.2190000000000012,-0.1509999999999998,-0.13799999999999812,-0.15300000000000225,24.681,24.882
23.621,23.741,-0.120000000000001,-0.12300000000000111,-0.23600000000000065,-0.2190000000000012,-0.1509999999999998,-0.13799999999999812,23.732,23.908
23.92,24.1,-0.17999999999999972,-0.120000000000001,-0.12300000000000111,-0.23600000000000065,-0.2190000000000012,-0.1509999999999998,24.21,24.296
24.226,24.415,-0.18900000000000006,-0.17999999999999972,-0.120000000000001,-0.12300000000000111,-0.23600000000000065,-0.2190000000000012,24.605,24.611
24.646,24.747,-0.10099999999999909,-0.18900000000000006,-0.17999999999999972,-0.120000000000001,-0.12300000000000111,-0.23600000000000065,24.9,24.861
24.681,24.882,-0.2010000000000005,-0.10099999999999909,-0.18900000000000006,-0.17999999999999972,-0.120000000000001,-0.12300000000000111,24.247,24.644
23.732,23.908,-0.17600000000000193,-0.2010000000000005,-0.10099999999999909,-0.18900000000000006,-0.17999999999999972,-0.120000000000001,23.938,24.2216666666667
24.21,24.296,-0.08599999999999852,-0.17600000000000193,-0.2010000000000005,-0.10099999999999909,-0.18900000000000006,-0.17999999999999972,23.629,23.7993333333333
24.605,24.611,-0.006000000000000227,-0.08599999999999852,-0.17600000000000193,-0.2010000000000005,-0.10099999999999909,-0.18900000000000006,23.32,23.377
24.9,24.861,0.038999999999997925,-0.006000000000000227,-0.08599999999999852,-0.17600000000000193,-0.2010000000000005,-0.10099999999999909,22.81,22.83
24.247,24.644,-0.39699999999999847,0.038999999999997925,-0.006000000000000227,-0.08599999999999852,-0.17600000000000193,-0.2010000000000005,21.982,22.4
23.938,24.2216666666667,-0.2836666666667007,-0.39699999999999847,0.038999999999997925,-0.006000000000000227,-0.08599999999999852,-0.17600000000000193,22.2275,22.4955
23.629,23.7993333333333,-0.17033333333329992,-0.2836666666667007,-0.39699999999999847,0.038999999999997925,-0.006000000000000227,-0.08599999999999852,22.473,22.591
23.32,23.377,-0.05699999999999861,-0.17033333333329992,-0.2836666666667007,-0.39699999999999847,0.038999999999997925,-0.006000000000000227,22.256,22.369
22.81,22.83,-0.019999999999999574,-0.05699999999999861,-0.17033333333329992,-0.2836666666667007,-0.39699999999999847,0.038999999999997925,22.93,23.137
21.982,22.4,-0.41799999999999926,-0.019999999999999574,-0.05699999999999861,-0.17033333333329992,-0.2836666666667007,-0.39699999999999847,21.531,21.646
22.2275,22.4955,-0.2680000000000007,-0.41799999999999926,-0.019999999999999574,-0.05699999999999861,-0.17033333333329992,-0.2836666666667007,22.092,22.318
22.473,22.591,-0.1180000000000021,-0.2680000000000007,-0.41799999999999926,-0.019999999999999574,-0.05699999999999861,-0.17033333333329992,21.719,21.997
22.256,22.369,-0.11299999999999955,-0.1180000000000021,-0.2680000000000007,-0.41799999999999926,-0.019999999999999574,-0.05699999999999861,21.674,22.019
22.93,23.137,-0.20700000000000074,-0.11299999999999955,-0.1180000000000021,-0.2680000000000007,-0.41799999999999926,-0.019999999999999574,22.255,22.592
21.531,21.646,-0.11500000000000199,-0.20700000000000074,-0.11299999999999955,-0.1180000000000021,-0.2680000000000007,-0.41799999999999926,21.675,21.98
22.092,22.318,-0.22600000000000264,-0.11500000000000199,-0.20700000000000074,-0.11299999999999955,-0.1180000000000021,-0.2680000000000007,21.999,22.308
21.719,21.997,-0.2779999999999987,-0.22600000000000264,-0.11500000000000199,-0.20700000000000074,-0.11299999999999955,-0.1180000000000021,22.005,22.32
21.674,22.019,-0.34499999999999886,-0.2779999999999987,-0.22600000000000264,-0.11500000000000199,-0.20700000000000074,-0.11299999999999955,22.994,23.27
22.255,22.592,-0.33699999999999974,-0.34499999999999886,-0.2779999999999987,-0.22600000000000264,-0.11500000000000199,-0.20700000000000074,22.604,22.968
21.675,21.98,-0.3049999999999997,-0.33699999999999974,-0.34499999999999886,-0.2779999999999987,-0.22600000000000264,-0.11500000000000199,21.774,22.086
21.999,22.308,-0.30900000000000105,-0.3049999999999997,-0.33699999999999974,-0.34499999999999886,-0.2779999999999987,-0.22600000000000264,21.813,22.233
22.005,22.32,-0.3150000000000013,-0.30900000000000105,-0.3049999999999997,-0.33699999999999974,-0.34499999999999886,-0.2779999999999987,22.191,22.606
22.994,23.27,-0.2759999999999998,-0.3150000000000013,-0.30900000000000105,-0.3049999999999997,-0.33699999999999974,-0.34499999999999886,21.279,21.771
22.604,22.968,-0.36400000000000077,-0.2759999999999998,-0.3150000000000013,-0.30900000000000105,-0.3049999999999997,-0.33699999999999974,20.889,21.421
21.774,22.086,-0.3119999999999976,-0.36400000000000077,-0.2759999999999998,-0.3150000000000013,-0.30900000000000105,-0.3049999999999997,20.552,21.105
21.813,22.233,-0.4200000000000017,-0.3119999999999976,-0.36400000000000077,-0.2759999999999998,-0.3150000000000013,-0.30900000000000105,20.586,21.135
22.191,22.606,-0.4150000000000027,-0.4200000000000017,-0.3119999999999976,-0.36400000000000077,-0.2759999999999998,-0.3150000000000013,20.181,20.783
21.279,21.771,-0.4920000000000009,-0.4150000000000027,-0.4200000000000017,-0.3119999999999976,-0.36400000000000077,-0.2759999999999998,19.852,20.431
20.889,21.421,-0.532,-0.4920000000000009,-0.4150000000000027,-0.4200000000000017,-0.3119999999999976,-0.36400000000000077,19.299,19.949
20.552,21.105,-0.5530000000000008,-0.532,-0.4920000000000009,-0.4150000000000027,-0.4200000000000017,-0.3119999999999976,19.355,20.008
20.586,21.135,-0.549000000000003,-0.5530000000000008,-0.532,-0.4920000000000009,-0.4150000000000027,-0.4200000000000017,19.138,19.836
20.181,20.783,-0.6020000000000003,-0.549000000000003,-0.5530000000000008,-0.532,-0.4920000000000009,-0.4150000000000027,18.916,19.496
19.852,20.431,-0.5790000000000006,-0.6020000000000003,-0.549000000000003,-0.5530000000000008,-0.532,-0.4920000000000009,18.912,19.582
19.299,19.949,-0.6500000000000021,-0.5790000000000006,-0.6020000000000003,-0.549000000000003,-0.5530000000000008,-0.532,18.264,18.826
19.355,20.008,-0.6529999999999987,-0.6500000000000021,-0.5790000000000006,-0.6020000000000003,-0.549000000000003,-0.5530000000000008,18.053,18.634
19.138,19.836,-0.6979999999999968,-0.6529999999999987,-0.6500000000000021,-0.5790000000000006,-0.6020000000000003,-0.549000000000003,17.785,18.354
18.916,19.496,-0.5799999999999983,-0.6979999999999968,-0.6529999999999987,-0.6500000000000021,-0.5790000000000006,-0.6020000000000003,18.022,18.546
18.912,19.582,-0.6700000000000017,-0.5799999999999983,-0.6979999999999968,-0.6529999999999987,-0.6500000000000021,-0.5790000000000006,17.755,18.262
18.264,18.826,-0.5620000000000012,-0.6700000000000017,-0.5799999999999983,-0.6979999999999968,-0.6529999999999987,-0.6500000000000021,18.1,18.673
18.053,18.634,-0.5809999999999995,-0.5620000000000012,-0.6700000000000017,-0.5799999999999983,-0.6979999999999968,-0.6529999999999987,17.429,18.148
17.785,18.354,-0.5689999999999991,-0.5809999999999995,-0.5620000000000012,-0.6700000000000017,-0.5799999999999983,-0.6979999999999968,17.703,18.367
18.022,18.546,-0.5240000000000009,-0.5689999999999991,-0.5809999999999995,-0.5620000000000012,-0.6700000000000017,-0.5799999999999983,18.144,18.824
17.755,18.262,-0.5070000000000014,-0.5240000000000009,-0.5689999999999991,-0.5809999999999995,-0.5620000000000012,-0.6700000000000017,17.521,18.193
18.1,18.673,-0.5729999999999968,-0.5070000000000014,-0.5240000000000009,-0.5689999999999991,-0.5809999999999995,-0.5620000000000012,17.231,17.851
17.429,18.148,-0.7190000000000012,-0.5729999999999968,-0.5070000000000014,-0.5240000000000009,-0.5689999999999991,-0.5809999999999995,16.946,17.636
17.703,18.367,-0.6640000000000015,-0.7190000000000012,-0.5729999999999968,-0.5070000000000014,-0.5240000000000009,-0.5689999999999991,17.044,17.74
18.144,18.824,-0.6800000000000033,-0.6640000000000015,-0.7190000000000012,-0.5729999999999968,-0.5070000000000014,-0.5240000000000009,17.617,18.34
17.521,18.193,-0.6720000000000006,-0.6800000000000033,-0.6640000000000015,-0.7190000000000012,-0.5729999999999968,-0.5070000000000014,17.814,18.456
17.231,17.851,-0.6199999999999974,-0.6720000000000006,-0.6800000000000033,-0.6640000000000015,-0.7190000000000012,-0.5729999999999968,17.321,17.989
16.946,17.636,-0.6899999999999977,-0.6199999999999974,-0.6720000000000006,-0.6800000000000033,-0.6640000000000015,-0.7190000000000012,17.4,18.085
17.044,17.74,-0.695999999999998,-0.6899999999999977,-0.6199999999999974,-0.6720000000000006,-0.6800000000000033,-0.6640000000000015,17.181,17.811
17.617,18.34,-0.722999999999999,-0.695999999999998,-0.6899999999999977,-0.6199999999999974,-0.6720000000000006,-0.6800000000000033,16.851,17.558
17.814,18.456,-0.6419999999999995,-0.722999999999999,-0.695999999999998,-0.6899999999999977,-0.6199999999999974,-0.6720000000000006,16.868,17.477
17.321,17.989,-0.6679999999999993,-0.6419999999999995,-0.722999999999999,-0.695999999999998,-0.6899999999999977,-0.6199999999999974,16.729,17.397
17.4,18.085,-0.6850000000000023,-0.6679999999999993,-0.6419999999999995,-0.722999999999999,-0.695999999999998,-0.6899999999999977,16.623,17.257
17.181,17.811,-0.629999999999999,-0.6850000000000023,-0.6679999999999993,-0.6419999999999995,-0.722999999999999,-0.695999999999998,16.209,16.745
16.851,17.558,-0.7070000000000007,-0.629999999999999,-0.6850000000000023,-0.6679999999999993,-0.6419999999999995,-0.722999999999999,15.725,16.336
16.868,17.477,-0.6090000000000018,-0.7070000000000007,-0.629999999999999,-0.6850000000000023,-0.6679999999999993,-0.6419999999999995,15.603,16.222
16.729,17.397,-0.6679999999999993,-0.6090000000000018,-0.7070000000000007,-0.629999999999999,-0.6850000000000023,-0.6679999999999993,15.252,15.869
16.623,17.257,-0.6340000000000003,-0.6679999999999993,-0.6090000000000018,-0.7070000000000007,-0.629999999999999,-0.6850000000000023,14.98,15.538
16.209,16.745,-0.5360000000000014,-0.6340000000000003,-0.6679999999999993,-0.6090000000000018,-0.7070000000000007,-0.629999999999999,15.003,15.539
15.725,16.336,-0.6109999999999989,-0.5360000000000014,-0.6340000000000003,-0.6679999999999993,-0.6090000000000018,-0.7070000000000007,15.213,15.762
15.603,16.222,-0.6190000000000015,-0.6109999999999989,-0.5360000000000014,-0.6340000000000003,-0.6679999999999993,-0.6090000000000018,14.563,15.245
15.252,15.869,-0.6169999999999991,-0.6190000000000015,-0.6109999999999989,-0.5360000000000014,-0.6340000000000003,-0.6679999999999993,14.454,15.103
14.98,15.538,-0.5579999999999998,-0.6169999999999991,-0.6190000000000015,-0.6109999999999989,-0.5360000000000014,-0.6340000000000003,14.185,14.801
15.003,15.539,-0.5359999999999996,-0.5579999999999998,-0.6169999999999991,-0.6190000000000015,-0.6109999999999989,-0.5360000000000014,14.384,15.017
15.213,15.762,-0.5490000000000013,-0.5359999999999996,-0.5579999999999998,-0.6169999999999991,-0.6190000000000015,-0.6109999999999989,14.994,15.587
14.563,15.245,-0.6819999999999986,-0.5490000000000013,-0.5359999999999996,-0.5579999999999998,-0.6169999999999991,-0.6190000000000015,14.428,15.05
14.454,15.103,-0.6489999999999991,-0.6819999999999986,-0.5490000000000013,-0.5359999999999996,-0.5579999999999998,-0.6169999999999991,14.213,14.901
14.185,14.801,-0.6159999999999997,-0.6489999999999991,-0.6819999999999986,-0.5490000000000013,-0.5359999999999996,-0.5579999999999998,13.844,14.535
14.384,15.017,-0.6329999999999991,-0.6159999999999997,-0.6489999999999991,-0.6819999999999986,-0.5490000000000013,-0.5359999999999996,13.457,14.092
14.994,15.587,-0.593,-0.6329999999999991,-0.6159999999999997,-0.6489999999999991,-0.6819999999999986,-0.5490000000000013,14.189,14.982
14.428,15.05,-0.6219999999999999,-0.593,-0.6329999999999991,-0.6159999999999997,-0.6489999999999991,-0.6819999999999986,14.807,15.592
14.213,14.901,-0.6880000000000006,-0.6219999999999999,-0.593,-0.6329999999999991,-0.6159999999999997,-0.6489999999999991,16.633,17.284
13.844,14.535,-0.6910000000000007,-0.6880000000000006,-0.6219999999999999,-0.593,-0.6329999999999991,-0.6159999999999997,15.964,16.675
13.457,14.092,-0.6349999999999998,-0.6910000000000007,-0.6880000000000006,-0.6219999999999999,-0.593,-0.6329999999999991,16.757,17.3
14.189,14.982,-0.7929999999999993,-0.6349999999999998,-0.6910000000000007,-0.6880000000000006,-0.6219999999999999,-0.593,15.73,16.4
14.807,15.592,-0.7850000000000001,-0.7929999999999993,-0.6349999999999998,-0.6910000000000007,-0.6880000000000006,-0.6219999999999999,15.995,16.689
16.633,17.284,-0.6509999999999998,-0.7850000000000001,-0.7929999999999993,-0.6349999999999998,-0.6910000000000007,-0.6880000000000006,15.853,16.575
15.964,16.675,-0.7110000000000003,-0.6509999999999998,-0.7850000000000001,-0.7929999999999993,-0.6349999999999998,-0.6910000000000007,15.012,15.757
16.757,17.3,-0.5429999999999993,-0.7110000000000003,-0.6509999999999998,-0.7850000000000001,-0.7929999999999993,-0.6349999999999998,14.836,15.587
15.73,16.4,-0.6699999999999982,-0.5429999999999993,-0.7110000000000003,-0.6509999999999998,-0.7850000000000001,-0.7929999999999993,15.195,15.94
15.995,16.689,-0.6940000000000008,-0.6699999999999982,-0.5429999999999993,-0.7110000000000003,-0.6509999999999998,-0.7850000000000001,14.462,15.18
15.853,16.575,-0.7219999999999995,-0.6940000000000008,-0.6699999999999982,-0.5429999999999993,-0.7110000000000003,-0.6509999999999998,14.4486666666667,15.1746666666667
15.012,15.757,-0.7449999999999992,-0.7219999999999995,-0.6940000000000008,-0.6699999999999982,-0.5429999999999993,-0.7110000000000003,14.4353333333333,15.1693333333333
14.836,15.587,-0.7509999999999994,-0.7449999999999992,-0.7219999999999995,-0.6940000000000008,-0.6699999999999982,-0.5429999999999993,14.422,15.164
15.195,15.94,-0.7449999999999992,-0.7509999999999994,-0.7449999999999992,-0.7219999999999995,-0.6940000000000008,-0.6699999999999982,14.264,15.017
14.462,15.18,-0.718,-0.7449999999999992,-0.7509999999999994,-0.7449999999999992,-0.7219999999999995,-0.6940000000000008,14.535,15.259
14.4486666666667,15.1746666666667,-0.7260000000000009,-0.718,-0.7449999999999992,-0.7509999999999994,-0.7449999999999992,-0.7219999999999995,14.423,15.173
14.4353333333333,15.1693333333333,-0.734,-0.7260000000000009,-0.718,-0.7449999999999992,-0.7509999999999994,-0.7449999999999992,14.525,15.36
14.422,15.164,-0.7419999999999991,-0.734,-0.7260000000000009,-0.718,-0.7449999999999992,-0.7509999999999994,14.389,15.136
14.264,15.017,-0.7530000000000001,-0.7419999999999991,-0.734,-0.7260000000000009,-0.718,-0.7449999999999992,14.056,15.134
14.535,15.259,-0.7240000000000002,-0.7530000000000001,-0.7419999999999991,-0.734,-0.7260000000000009,-0.718,14.366,15.132
14.423,15.173,-0.75,-0.7240000000000002,-0.7530000000000001,-0.7419999999999991,-0.734,-0.7260000000000009,14.566,15.301
14.525,15.36,-0.8349999999999991,-0.75,-0.7240000000000002,-0.7530000000000001,-0.7419999999999991,-0.734,14.335,15.109
14.389,15.136,-0.7469999999999999,-0.8349999999999991,-0.75,-0.7240000000000002,-0.7530000000000001,-0.7419999999999991,14.155,14.917
14.056,15.134,-1.0780000000000012,-0.7469999999999999,-0.8349999999999991,-0.75,-0.7240000000000002,-0.7530000000000001,14.322,15.033
14.366,15.132,-0.766,-1.0780000000000012,-0.7469999999999999,-0.8349999999999991,-0.75,-0.7240000000000002,14.457,15.213
14.566,15.301,-0.7349999999999994,-0.766,-1.0780000000000012,-0.7469999999999999,-0.8349999999999991,-0.75,13.997,14.751
14.335,15.109,-0.7739999999999991,-0.7349999999999994,-0.766,-1.0780000000000012,-0.7469999999999999,-0.8349999999999991,13.761,14.525
14.155,14.917,-0.7620000000000005,-0.7739999999999991,-0.7349999999999994,-0.766,-1.0780000000000012,-0.7469999999999999,13.783,14.534
14.322,15.033,-0.7110000000000003,-0.7620000000000005,-0.7739999999999991,-0.7349999999999994,-0.766,-1.0780000000000012,13.856,14.596
14.457,15.213,-0.7559999999999985,-0.7110000000000003,-0.7620000000000005,-0.7739999999999991,-0.7349999999999994,-0.766,13.385,14.111
13.997,14.751,-0.7539999999999996,-0.7559999999999985,-0.7110000000000003,-0.7620000000000005,-0.7739999999999991,-0.7349999999999994,12.856,13.612
13.761,14.525,-0.7640000000000011,-0.7539999999999996,-0.7559999999999985,-0.7110000000000003,-0.7620000000000005,-0.7739999999999991,12.903,13.59
13.783,14.534,-0.7510000000000012,-0.7640000000000011,-0.7539999999999996,-0.7559999999999985,-0.7110000000000003,-0.7620000000000005,12.705,13.452
13.856,14.596,-0.7400000000000002,-0.7510000000000012,-0.7640000000000011,-0.7539999999999996,-0.7559999999999985,-0.7110000000000003,12.649,13.404
13.385,14.111,-0.7260000000000009,-0.7400000000000002,-0.7510000000000012,-0.7640000000000011,-0.7539999999999996,-0.7559999999999985,12.595,13.328
12.856,13.612,-0.7560000000000002,-0.7260000000000009,-0.7400000000000002,-0.7510000000000012,-0.7640000000000011,-0.7539999999999996,12.249,13.004
12.903,13.59,-0.6869999999999994,-0.7560000000000002,-0.7260000000000009,-0.7400000000000002,-0.7510000000000012,-0.7640000000000011,12.162,13.144
12.705,13.452,-0.7469999999999999,-0.6869999999999994,-0.7560000000000002,-0.7260000000000009,-0.7400000000000002,-0.7510000000000012,12.518,13.284
12.649,13.404,-0.7550000000000008,-0.7469999999999999,-0.6869999999999994,-0.7560000000000002,-0.7260000000000009,-0.7400000000000002,12.223,12.927
12.595,13.328,-0.7329999999999988,-0.7550000000000008,-0.7469999999999999,-0.6869999999999994,-0.7560000000000002,-0.7260000000000009,11.476,12.6
12.249,13.004,-0.754999999999999,-0.7329999999999988,-0.7550000000000008,-0.7469999999999999,-0.6869999999999994,-0.7560000000000002,11.205,11.837
12.162,13.144,-0.9819999999999993,-0.754999999999999,-0.7329999999999988,-0.7550000000000008,-0.7469999999999999,-0.6869999999999994,11.1,11.578
12.518,13.284,-0.766,-0.9819999999999993,-0.754999999999999,-0.7329999999999988,-0.7550000000000008,-0.7469999999999999,11.91,12.359
12.223,12.927,-0.7039999999999988,-0.766,-0.9819999999999993,-0.754999999999999,-0.7329999999999988,-0.7550000000000008,11.601,12.055
11.476,12.6,-1.1239999999999988,-0.7039999999999988,-0.766,-0.9819999999999993,-0.754999999999999,-0.7329999999999988,11.103,11.522
11.205,11.837,-0.6319999999999997,-1.1239999999999988,-0.7039999999999988,-0.766,-0.9819999999999993,-0.754999999999999,11.52,11.932
11.1,11.578,-0.47799999999999976,-0.6319999999999997,-1.1239999999999988,-0.7039999999999988,-0.766,-0.9819999999999993,11.804,12.157
11.91,12.359,-0.44899999999999984,-0.47799999999999976,-0.6319999999999997,-1.1239999999999988,-0.7039999999999988,-0.766,11.202,11.596
11.601,12.055,-0.45399999999999885,-0.44899999999999984,-0.47799999999999976,-0.6319999999999997,-1.1239999999999988,-0.7039999999999988,11.142,11.494
11.103,11.522,-0.4190000000000005,-0.45399999999999885,-0.44899999999999984,-0.47799999999999976,-0.6319999999999997,-1.1239999999999988,11.395,11.64
11.52,11.932,-0.4120000000000008,-0.4190000000000005,-0.45399999999999885,-0.44899999999999984,-0.47799999999999976,-0.6319999999999997,11.319,11.535
11.804,12.157,-0.35299999999999976,-0.4120000000000008,-0.4190000000000005,-0.45399999999999885,-0.44899999999999984,-0.47799999999999976,11.572,11.819
11.202,11.596,-0.39400000000000013,-0.35299999999999976,-0.4120000000000008,-0.4190000000000005,-0.45399999999999885,-0.44899999999999984,11.034,11.327
11.142,11.494,-0.3520000000000003,-0.39400000000000013,-0.35299999999999976,-0.4120000000000008,-0.4190000000000005,-0.45399999999999885,10.484,10.772
11.395,11.64,-0.245000000000001,-0.3520000000000003,-0.39400000000000013,-0.35299999999999976,-0.4120000000000008,-0.4190000000000005,10.148,10.423
11.319,11.535,-0.2159999999999993,-0.245000000000001,-0.3520000000000003,-0.39400000000000013,-0.35299999999999976,-0.4120000000000008,10.355,10.522
11.572,11.819,-0.24700000000000166,-0.2159999999999993,-0.245000000000001,-0.3520000000000003,-0.39400000000000013,-0.35299999999999976,10.198,10.606
11.034,11.327,-0.29299999999999926,-0.24700000000000166,-0.2159999999999993,-0.245000000000001,-0.3520000000000003,-0.39400000000000013,9.847,10.125
