hub1_CLOSE-0,hub2_CLOSE-0,hub1_hub2_diff-0,hub1_hub2_diff-1,hub1_hub2_diff-2,hub1_hub2_diff-3,hub1_hub2_diff-4,hub1_hub2_diff-5,ttf,the
13.89,14.213,-0.3229999999999986,-0.30599999999999916,-0.4169999999999998,-0.5,-0.4740000000000002,-0.45199999999999996,13.027,13.387
14.461,14.757,-0.2959999999999994,-0.3229999999999986,-0.30599999999999916,-0.4169999999999998,-0.5,-0.4740000000000002,12.607,13.03
14.951,15.123,-0.17199999999999882,-0.2959999999999994,-0.3229999999999986,-0.30599999999999916,-0.4169999999999998,-0.5,12.6603333333333,13.0276666666667
15.007,15.227,-0.22000000000000064,-0.17199999999999882,-0.2959999999999994,-0.3229999999999986,-0.30599999999999916,-0.4169999999999998,12.7136666666667,13.0253333333333
14.235,14.467,-0.2320000000000011,-0.22000000000000064,-0.17199999999999882,-0.2959999999999994,-0.3229999999999986,-0.30599999999999916,12.767,13.023
13.027,13.387,-0.3600000000000012,-0.2320000000000011,-0.22000000000000064,-0.17199999999999882,-0.2959999999999994,-0.3229999999999986,12.293,12.72
12.607,13.03,-0.42300000000000004,-0.3600000000000012,-0.2320000000000011,-0.22000000000000064,-0.17199999999999882,-0.2959999999999994,12.051,12.575
12.6603333333333,13.0276666666667,-0.36733333333340035,-0.42300000000000004,-0.3600000000000012,-0.2320000000000011,-0.22000000000000064,-0.17199999999999882,12.062,12.4965
12.7136666666667,13.0253333333333,-0.3116666666665999,-0.36733333333340035,-0.42300000000000004,-0.3600000000000012,-0.2320000000000011,-0.22000000000000064,12.073,12.418
12.767,13.023,-0.2560000000000002,-0.3116666666665999,-0.36733333333340035,-0.42300000000000004,-0.3600000000000012,-0.2320000000000011,12.985,13.283
12.293,12.72,-0.4270000000000014,-0.2560000000000002,-0.3116666666665999,-0.36733333333340035,-0.42300000000000004,-0.3600000000000012,12.28,12.655
12.051,12.575,-0.5239999999999991,-0.4270000000000014,-0.2560000000000002,-0.3116666666665999,-0.36733333333340035,-0.42300000000000004,11.929,12.235
12.062,12.4965,-0.4344999999999999,-0.5239999999999991,-0.4270000000000014,-0.2560000000000002,-0.3116666666665999,-0.36733333333340035,11.964,12.468
12.073,12.418,-0.34499999999999886,-0.4344999999999999,-0.5239999999999991,-0.4270000000000014,-0.2560000000000002,-0.3116666666665999,12.179,12.61
12.985,13.283,-0.29800000000000004,-0.34499999999999886,-0.4344999999999999,-0.5239999999999991,-0.4270000000000014,-0.2560000000000002,11.94,12.408
12.28,12.655,-0.375,-0.29800000000000004,-0.34499999999999886,-0.4344999999999999,-0.5239999999999991,-0.4270000000000014,12.054,12.511
11.929,12.235,-0.30599999999999916,-0.375,-0.29800000000000004,-0.34499999999999886,-0.4344999999999999,-0.5239999999999991,11.303,11.813
11.964,12.468,-0.5039999999999996,-0.30599999999999916,-0.375,-0.29800000000000004,-0.34499999999999886,-0.4344999999999999,11.179,11.678
12.179,12.61,-0.43099999999999916,-0.5039999999999996,-0.30599999999999916,-0.375,-0.29800000000000004,-0.34499999999999886,11.117,11.617
11.94,12.408,-0.46799999999999997,-0.43099999999999916,-0.5039999999999996,-0.30599999999999916,-0.375,-0.29800000000000004,10.929,11.472
12.054,12.511,-0.45699999999999896,-0.46799999999999997,-0.43099999999999916,-0.5039999999999996,-0.30599999999999916,-0.375,10.566,11.03
11.303,11.813,-0.5099999999999998,-0.45699999999999896,-0.46799999999999997,-0.43099999999999916,-0.5039999999999996,-0.30599999999999916,10.777,11.311
11.179,11.678,-0.49900000000000055,-0.5099999999999998,-0.45699999999999896,-0.46799999999999997,-0.43099999999999916,-0.5039999999999996,10.455,10.973
11.117,11.617,-0.5,-0.49900000000000055,-0.5099999999999998,-0.45699999999999896,-0.46799999999999997,-0.43099999999999916,10.428,10.89
10.929,11.472,-0.5429999999999993,-0.5,-0.49900000000000055,-0.5099999999999998,-0.45699999999999896,-0.46799999999999997,10.455,10.924
10.566,11.03,-0.46399999999999864,-0.5429999999999993,-0.5,-0.49900000000000055,-0.5099999999999998,-0.45699999999999896,10.526,10.971
10.777,11.311,-0.5340000000000007,-0.46399999999999864,-0.5429999999999993,-0.5,-0.49900000000000055,-0.5099999999999998,10.792,11.232
10.455,10.973,-0.5180000000000007,-0.5340000000000007,-0.46399999999999864,-0.5429999999999993,-0.5,-0.49900000000000055,10.15,10.68
10.428,10.89,-0.46199999999999974,-0.5180000000000007,-0.5340000000000007,-0.46399999999999864,-0.5429999999999993,-0.5,9.781,10.27
10.455,10.924,-0.4689999999999994,-0.46199999999999974,-0.5180000000000007,-0.5340000000000007,-0.46399999999999864,-0.5429999999999993,9.755,10.293
10.526,10.971,-0.4450000000000003,-0.4689999999999994,-0.46199999999999974,-0.5180000000000007,-0.5340000000000007,-0.46399999999999864,9.211,9.755
10.792,11.232,-0.4399999999999995,-0.4450000000000003,-0.4689999999999994,-0.46199999999999974,-0.5180000000000007,-0.5340000000000007,9.366,9.909
10.15,10.68,-0.5299999999999994,-0.4399999999999995,-0.4450000000000003,-0.4689999999999994,-0.46199999999999974,-0.5180000000000007,9.313,9.769
9.781,10.27,-0.488999999999999,-0.5299999999999994,-0.4399999999999995,-0.4450000000000003,-0.4689999999999994,-0.46199999999999974,9.149,9.679
9.755,10.293,-0.5379999999999985,-0.488999999999999,-0.5299999999999994,-0.4399999999999995,-0.4450000000000003,-0.4689999999999994,9.068,9.609
9.211,9.755,-0.5440000000000005,-0.5379999999999985,-0.488999999999999,-0.5299999999999994,-0.4399999999999995,-0.4450000000000003,8.643,9.193
9.366,9.909,-0.543000000000001,-0.5440000000000005,-0.5379999999999985,-0.488999999999999,-0.5299999999999994,-0.4399999999999995,8.557,9.133
9.313,9.769,-0.4559999999999995,-0.543000000000001,-0.5440000000000005,-0.5379999999999985,-0.488999999999999,-0.5299999999999994,8.722,9.287
9.149,9.679,-0.5300000000000011,-0.4559999999999995,-0.543000000000001,-0.5440000000000005,-0.5379999999999985,-0.488999999999999,8.889,9.379
9.068,9.609,-0.5410000000000004,-0.5300000000000011,-0.4559999999999995,-0.543000000000001,-0.5440000000000005,-0.5379999999999985,8.879,9.372
8.643,9.193,-0.5499999999999989,-0.5410000000000004,-0.5300000000000011,-0.4559999999999995,-0.543000000000001,-0.5440000000000005,9.312,9.8
8.557,9.133,-0.5759999999999987,-0.5499999999999989,-0.5410000000000004,-0.5300000000000011,-0.4559999999999995,-0.543000000000001,9.38,9.853
8.722,9.287,-0.5650000000000013,-0.5759999999999987,-0.5499999999999989,-0.5410000000000004,-0.5300000000000011,-0.4559999999999995,9.572,10.117
8.889,9.379,-0.4900000000000002,-0.5650000000000013,-0.5759999999999987,-0.5499999999999989,-0.5410000000000004,-0.5300000000000011,9.567,10.136
8.879,9.372,-0.4930000000000003,-0.4900000000000002,-0.5650000000000013,-0.5759999999999987,-0.5499999999999989,-0.5410000000000004,9.41,9.925
9.312,9.8,-0.4880000000000013,-0.4930000000000003,-0.4900000000000002,-0.5650000000000013,-0.5759999999999987,-0.5499999999999989,9.044,9.564
9.38,9.853,-0.472999999999999,-0.4880000000000013,-0.4930000000000003,-0.4900000000000002,-0.5650000000000013,-0.5759999999999987,9.007,9.609
9.572,10.117,-0.5450000000000017,-0.472999999999999,-0.4880000000000013,-0.4930000000000003,-0.4900000000000002,-0.5650000000000013,9.071,9.778
9.567,10.136,-0.5689999999999991,-0.5450000000000017,-0.472999999999999,-0.4880000000000013,-0.4930000000000003,-0.4900000000000002,8.871,9.51
9.41,9.925,-0.5150000000000006,-0.5689999999999991,-0.5450000000000017,-0.472999999999999,-0.4880000000000013,-0.4930000000000003,8.874,9.472
9.044,9.564,-0.5199999999999996,-0.5150000000000006,-0.5689999999999991,-0.5450000000000017,-0.472999999999999,-0.4880000000000013,8.887,9.427
9.007,9.609,-0.6020000000000003,-0.5199999999999996,-0.5150000000000006,-0.5689999999999991,-0.5450000000000017,-0.472999999999999,9.169,9.73
9.071,9.778,-0.7070000000000007,-0.6020000000000003,-0.5199999999999996,-0.5150000000000006,-0.5689999999999991,-0.5450000000000017,8.912,9.423
8.871,9.51,-0.6389999999999993,-0.7070000000000007,-0.6020000000000003,-0.5199999999999996,-0.5150000000000006,-0.5689999999999991,8.849,9.451
8.874,9.472,-0.597999999999999,-0.6389999999999993,-0.7070000000000007,-0.6020000000000003,-0.5199999999999996,-0.5150000000000006,8.647,9.117
8.887,9.427,-0.5399999999999991,-0.597999999999999,-0.6389999999999993,-0.7070000000000007,-0.6020000000000003,-0.5199999999999996,8.627,9.147
9.169,9.73,-0.5609999999999999,-0.5399999999999991,-0.597999999999999,-0.6389999999999993,-0.7070000000000007,-0.6020000000000003,8.993,9.512
8.912,9.423,-0.5109999999999992,-0.5609999999999999,-0.5399999999999991,-0.597999999999999,-0.6389999999999993,-0.7070000000000007,9.369,9.75
8.849,9.451,-0.6020000000000003,-0.5109999999999992,-0.5609999999999999,-0.5399999999999991,-0.597999999999999,-0.6389999999999993,9.324,9.688
8.647,9.117,-0.47000000000000064,-0.6020000000000003,-0.5109999999999992,-0.5609999999999999,-0.5399999999999991,-0.597999999999999,9.285,9.589
8.627,9.147,-0.5199999999999996,-0.47000000000000064,-0.6020000000000003,-0.5109999999999992,-0.5609999999999999,-0.5399999999999991,8.741,8.975
8.993,9.512,-0.5190000000000001,-0.5199999999999996,-0.47000000000000064,-0.6020000000000003,-0.5109999999999992,-0.5609999999999999,8.47,8.661
9.369,9.75,-0.3810000000000002,-0.5190000000000001,-0.5199999999999996,-0.47000000000000064,-0.6020000000000003,-0.5109999999999992,8.265,8.46
9.324,9.688,-0.36400000000000077,-0.3810000000000002,-0.5190000000000001,-0.5199999999999996,-0.47000000000000064,-0.6020000000000003,8.544,8.72
9.285,9.589,-0.30400000000000027,-0.36400000000000077,-0.3810000000000002,-0.5190000000000001,-0.5199999999999996,-0.47000000000000064,8.293,8.561
8.741,8.975,-0.23399999999999999,-0.30400000000000027,-0.36400000000000077,-0.3810000000000002,-0.5190000000000001,-0.5199999999999996,7.849,8.114
8.47,8.661,-0.19099999999999895,-0.23399999999999999,-0.30400000000000027,-0.36400000000000077,-0.3810000000000002,-0.5190000000000001,7.908,8.218
8.265,8.46,-0.19500000000000028,-0.19099999999999895,-0.23399999999999999,-0.30400000000000027,-0.36400000000000077,-0.3810000000000002,7.744,7.974
8.544,8.72,-0.17600000000000016,-0.19500000000000028,-0.19099999999999895,-0.23399999999999999,-0.30400000000000027,-0.36400000000000077,7.575,7.941
8.293,8.561,-0.2680000000000007,-0.17600000000000016,-0.19500000000000028,-0.19099999999999895,-0.23399999999999999,-0.30400000000000027,7.218,7.56
7.849,8.114,-0.26500000000000057,-0.2680000000000007,-0.17600000000000016,-0.19500000000000028,-0.19099999999999895,-0.23399999999999999,6.897,7.27
7.908,8.218,-0.3099999999999996,-0.26500000000000057,-0.2680000000000007,-0.17600000000000016,-0.19500000000000028,-0.19099999999999895,6.902,7.372
7.744,7.974,-0.23000000000000043,-0.3099999999999996,-0.26500000000000057,-0.2680000000000007,-0.17600000000000016,-0.19500000000000028,6.824,7.294
7.575,7.941,-0.36599999999999966,-0.23000000000000043,-0.3099999999999996,-0.26500000000000057,-0.2680000000000007,-0.17600000000000016,6.935,7.428
7.218,7.56,-0.34199999999999964,-0.36599999999999966,-0.23000000000000043,-0.3099999999999996,-0.26500000000000057,-0.2680000000000007,6.922,7.379
6.897,7.27,-0.37299999999999933,-0.34199999999999964,-0.36599999999999966,-0.23000000000000043,-0.3099999999999996,-0.26500000000000057,7.287,7.779
6.902,7.372,-0.46999999999999975,-0.37299999999999933,-0.34199999999999964,-0.36599999999999966,-0.23000000000000043,-0.3099999999999996,7.283,7.752
6.824,7.294,-0.46999999999999975,-0.46999999999999975,-0.37299999999999933,-0.34199999999999964,-0.36599999999999966,-0.23000000000000043,7.259,7.648
6.935,7.428,-0.4930000000000003,-0.46999999999999975,-0.46999999999999975,-0.37299999999999933,-0.34199999999999964,-0.36599999999999966,7.279,7.645
6.922,7.379,-0.45699999999999985,-0.4930000000000003,-0.46999999999999975,-0.46999999999999975,-0.37299999999999933,-0.34199999999999964,7.144,7.60933333333333
7.287,7.779,-0.492,-0.45699999999999985,-0.4930000000000003,-0.46999999999999975,-0.46999999999999975,-0.37299999999999933,7.009,7.57366666666667
7.283,7.752,-0.4689999999999994,-0.492,-0.45699999999999985,-0.4930000000000003,-0.46999999999999975,-0.46999999999999975,6.874,7.538
7.259,7.648,-0.38899999999999935,-0.4689999999999994,-0.492,-0.45699999999999985,-0.4930000000000003,-0.46999999999999975,6.649,7.112
7.279,7.645,-0.36599999999999966,-0.38899999999999935,-0.4689999999999994,-0.492,-0.45699999999999985,-0.4930000000000003,6.907,7.403
7.144,7.60933333333333,-0.46533333333333005,-0.36599999999999966,-0.38899999999999935,-0.4689999999999994,-0.492,-0.45699999999999985,6.994,7.468
7.009,7.57366666666667,-0.5646666666666693,-0.46533333333333005,-0.36599999999999966,-0.38899999999999935,-0.4689999999999994,-0.492,6.618,7.074
6.874,7.538,-0.6640000000000006,-0.5646666666666693,-0.46533333333333005,-0.36599999999999966,-0.38899999999999935,-0.4689999999999994,6.315,6.781
6.649,7.112,-0.4630000000000001,-0.6640000000000006,-0.5646666666666693,-0.46533333333333005,-0.36599999999999966,-0.38899999999999935,6.226,6.678
6.907,7.403,-0.49599999999999955,-0.4630000000000001,-0.6640000000000006,-0.5646666666666693,-0.46533333333333005,-0.36599999999999966,6.057,6.51
6.994,7.468,-0.4740000000000002,-0.49599999999999955,-0.4630000000000001,-0.6640000000000006,-0.5646666666666693,-0.46533333333333005,5.77,6.17
6.618,7.074,-0.4559999999999995,-0.4740000000000002,-0.49599999999999955,-0.4630000000000001,-0.6640000000000006,-0.5646666666666693,5.941,6.297
6.315,6.781,-0.4659999999999993,-0.4559999999999995,-0.4740000000000002,-0.49599999999999955,-0.4630000000000001,-0.6640000000000006,6.147,6.549
6.226,6.678,-0.45199999999999996,-0.4659999999999993,-0.4559999999999995,-0.4740000000000002,-0.49599999999999955,-0.4630000000000001,6.014,6.44
6.057,6.51,-0.4529999999999994,-0.45199999999999996,-0.4659999999999993,-0.4559999999999995,-0.4740000000000002,-0.49599999999999955,6.221,6.562
5.77,6.17,-0.40000000000000036,-0.4529999999999994,-0.45199999999999996,-0.4659999999999993,-0.4559999999999995,-0.4740000000000002,5.843,6.3325
5.941,6.297,-0.35599999999999987,-0.40000000000000036,-0.4529999999999994,-0.45199999999999996,-0.4659999999999993,-0.4559999999999995,5.74,6.103
6.147,6.549,-0.40200000000000014,-0.35599999999999987,-0.40000000000000036,-0.4529999999999994,-0.45199999999999996,-0.4659999999999993,5.674,6.062
6.014,6.44,-0.42600000000000016,-0.40200000000000014,-0.35599999999999987,-0.40000000000000036,-0.4529999999999994,-0.45199999999999996,5.763,6.15
6.221,6.562,-0.3410000000000002,-0.42600000000000016,-0.40200000000000014,-0.35599999999999987,-0.40000000000000036,-0.4529999999999994,5.847,6.243
5.843,6.3325,-0.4894999999999996,-0.3410000000000002,-0.42600000000000016,-0.40200000000000014,-0.35599999999999987,-0.40000000000000036,5.831,6.228
5.74,6.103,-0.36299999999999955,-0.4894999999999996,-0.3410000000000002,-0.42600000000000016,-0.40200000000000014,-0.35599999999999987,5.707,6.1
5.674,6.062,-0.3879999999999999,-0.36299999999999955,-0.4894999999999996,-0.3410000000000002,-0.42600000000000016,-0.40200000000000014,5.313,5.712
5.763,6.15,-0.38700000000000045,-0.3879999999999999,-0.36299999999999955,-0.4894999999999996,-0.3410000000000002,-0.42600000000000016,5.119,5.51
5.847,6.243,-0.3959999999999999,-0.38700000000000045,-0.3879999999999999,-0.36299999999999955,-0.4894999999999996,-0.3410000000000002,5.265,5.652
5.831,6.228,-0.39699999999999935,-0.3959999999999999,-0.38700000000000045,-0.3879999999999999,-0.36299999999999955,-0.4894999999999996,5.218,5.604
5.707,6.1,-0.3929999999999998,-0.39699999999999935,-0.3959999999999999,-0.38700000000000045,-0.3879999999999999,-0.36299999999999955,4.922,5.332
5.313,5.712,-0.399,-0.3929999999999998,-0.39699999999999935,-0.3959999999999999,-0.38700000000000045,-0.3879999999999999,4.612,4.942
5.119,5.51,-0.391,-0.399,-0.3929999999999998,-0.39699999999999935,-0.3959999999999999,-0.38700000000000045,4.462,4.756
5.265,5.652,-0.38700000000000045,-0.391,-0.399,-0.3929999999999998,-0.39699999999999935,-0.3959999999999999,3.824,4.054
5.218,5.604,-0.3860000000000001,-0.38700000000000045,-0.391,-0.399,-0.3929999999999998,-0.39699999999999935,3.889,4.265
4.922,5.332,-0.41000000000000014,-0.3860000000000001,-0.38700000000000045,-0.391,-0.399,-0.3929999999999998,4.794,5.043
4.612,4.942,-0.33000000000000007,-0.41000000000000014,-0.3860000000000001,-0.38700000000000045,-0.391,-0.399,4.123,4.402
4.462,4.756,-0.2940000000000005,-0.33000000000000007,-0.41000000000000014,-0.3860000000000001,-0.38700000000000045,-0.391,3.695,3.941
3.824,4.054,-0.23000000000000043,-0.2940000000000005,-0.33000000000000007,-0.41000000000000014,-0.3860000000000001,-0.38700000000000045,3.509,3.83
3.889,4.265,-0.3759999999999999,-0.23000000000000043,-0.2940000000000005,-0.33000000000000007,-0.41000000000000014,-0.3860000000000001,4.385,4.679
4.794,5.043,-0.24900000000000055,-0.3759999999999999,-0.23000000000000043,-0.2940000000000005,-0.33000000000000007,-0.41000000000000014,4.053,4.94166666666667
4.123,4.402,-0.2789999999999999,-0.24900000000000055,-0.3759999999999999,-0.23000000000000043,-0.2940000000000005,-0.33000000000000007,4.852,5.20433333333333
3.695,3.941,-0.246,-0.2789999999999999,-0.24900000000000055,-0.3759999999999999,-0.23000000000000043,-0.2940000000000005,5.331,5.467
3.509,3.83,-0.3210000000000002,-0.246,-0.2789999999999999,-0.24900000000000055,-0.3759999999999999,-0.23000000000000043,5.392,5.548
4.385,4.679,-0.2940000000000005,-0.3210000000000002,-0.246,-0.2789999999999999,-0.24900000000000055,-0.3759999999999999,5.708,5.77
4.053,4.94166666666667,-0.88866666666667,-0.2940000000000005,-0.3210000000000002,-0.246,-0.2789999999999999,-0.24900000000000055,5.249,5.361
4.852,5.20433333333333,-0.3523333333333296,-0.88866666666667,-0.2940000000000005,-0.3210000000000002,-0.246,-0.2789999999999999,4.806,4.924
5.331,5.467,-0.13599999999999923,-0.3523333333333296,-0.88866666666667,-0.2940000000000005,-0.3210000000000002,-0.246,4.802,4.864
5.392,5.548,-0.1559999999999997,-0.13599999999999923,-0.3523333333333296,-0.88866666666667,-0.2940000000000005,-0.3210000000000002,4.988,5.055
5.708,5.77,-0.06199999999999939,-0.1559999999999997,-0.13599999999999923,-0.3523333333333296,-0.88866666666667,-0.2940000000000005,5.273,5.36
5.249,5.361,-0.1120000000000001,-0.06199999999999939,-0.1559999999999997,-0.13599999999999923,-0.3523333333333296,-0.88866666666667,5.516,5.596
4.806,4.924,-0.11800000000000033,-0.1120000000000001,-0.06199999999999939,-0.1559999999999997,-0.13599999999999923,-0.3523333333333296,5.261,5.315
4.802,4.864,-0.06200000000000028,-0.11800000000000033,-0.1120000000000001,-0.06199999999999939,-0.1559999999999997,-0.13599999999999923,5.209,5.232
4.988,5.055,-0.06699999999999928,-0.06200000000000028,-0.11800000000000033,-0.1120000000000001,-0.06199999999999939,-0.1559999999999997,5.451,5.51
5.273,5.36,-0.08700000000000063,-0.06699999999999928,-0.06200000000000028,-0.11800000000000033,-0.1120000000000001,-0.06199999999999939,5.615,5.698
5.516,5.596,-0.08000000000000007,-0.08700000000000063,-0.06699999999999928,-0.06200000000000028,-0.11800000000000033,-0.1120000000000001,5.495,5.583
5.261,5.315,-0.05400000000000027,-0.08000000000000007,-0.08700000000000063,-0.06699999999999928,-0.06200000000000028,-0.11800000000000033,5.829,5.918
5.209,5.232,-0.023000000000000576,-0.05400000000000027,-0.08000000000000007,-0.08700000000000063,-0.06699999999999928,-0.06200000000000028,5.663,5.743
5.451,5.51,-0.05900000000000016,-0.023000000000000576,-0.05400000000000027,-0.08000000000000007,-0.08700000000000063,-0.06699999999999928,5.256,5.383
5.615,5.698,-0.08300000000000018,-0.05900000000000016,-0.023000000000000576,-0.05400000000000027,-0.08000000000000007,-0.08700000000000063,5.105,5.235
5.495,5.583,-0.08800000000000008,-0.08300000000000018,-0.05900000000000016,-0.023000000000000576,-0.05400000000000027,-0.08000000000000007,5.839,5.9
5.829,5.918,-0.08900000000000041,-0.08800000000000008,-0.08300000000000018,-0.05900000000000016,-0.023000000000000576,-0.05400000000000027,6.163,6.219
5.663,5.743,-0.08000000000000007,-0.08900000000000041,-0.08800000000000008,-0.08300000000000018,-0.05900000000000016,-0.023000000000000576,5.863,5.937
5.256,5.383,-0.12699999999999978,-0.08000000000000007,-0.08900000000000041,-0.08800000000000008,-0.08300000000000018,-0.05900000000000016,5.944,6.0115
5.105,5.235,-0.1299999999999999,-0.12699999999999978,-0.08000000000000007,-0.08900000000000041,-0.08800000000000008,-0.08300000000000018,6.031,6.086
5.839,5.9,-0.06099999999999994,-0.1299999999999999,-0.12699999999999978,-0.08000000000000007,-0.08900000000000041,-0.08800000000000008,6.096,6.118
6.163,6.219,-0.05600000000000005,-0.06099999999999994,-0.1299999999999999,-0.12699999999999978,-0.08000000000000007,-0.08900000000000041,6.124,6.234
5.863,5.937,-0.07399999999999984,-0.05600000000000005,-0.06099999999999994,-0.1299999999999999,-0.12699999999999978,-0.08000000000000007,5.937,5.967
5.944,6.0115,-0.0674999999999999,-0.07399999999999984,-0.05600000000000005,-0.06099999999999994,-0.1299999999999999,-0.12699999999999978,5.757,5.808
6.031,6.086,-0.055000000000000604,-0.0674999999999999,-0.07399999999999984,-0.05600000000000005,-0.06099999999999994,-0.1299999999999999,5.475,5.526
6.096,6.118,-0.02200000000000024,-0.055000000000000604,-0.0674999999999999,-0.07399999999999984,-0.05600000000000005,-0.06099999999999994,5.11,5.16
6.124,6.234,-0.11000000000000032,-0.02200000000000024,-0.055000000000000604,-0.0674999999999999,-0.07399999999999984,-0.05600000000000005,5.085,5.116
5.937,5.967,-0.02999999999999936,-0.11000000000000032,-0.02200000000000024,-0.055000000000000604,-0.0674999999999999,-0.07399999999999984,5.226,5.275
5.757,5.808,-0.051000000000000156,-0.02999999999999936,-0.11000000000000032,-0.02200000000000024,-0.055000000000000604,-0.0674999999999999,5.058,5.172
5.475,5.526,-0.051000000000000156,-0.051000000000000156,-0.02999999999999936,-0.11000000000000032,-0.02200000000000024,-0.055000000000000604,5.114,5.175
5.11,5.16,-0.04999999999999982,-0.051000000000000156,-0.051000000000000156,-0.02999999999999936,-0.11000000000000032,-0.02200000000000024,4.732,4.793
5.085,5.116,-0.030999999999999694,-0.04999999999999982,-0.051000000000000156,-0.051000000000000156,-0.02999999999999936,-0.11000000000000032,4.792,4.892
5.226,5.275,-0.04900000000000038,-0.030999999999999694,-0.04999999999999982,-0.051000000000000156,-0.051000000000000156,-0.02999999999999936,4.829,4.899
5.058,5.172,-0.11399999999999988,-0.04900000000000038,-0.030999999999999694,-0.04999999999999982,-0.051000000000000156,-0.051000000000000156,4.984,5.136
5.114,5.175,-0.06099999999999994,-0.11399999999999988,-0.04900000000000038,-0.030999999999999694,-0.04999999999999982,-0.051000000000000156,5.011,5.107
4.732,4.793,-0.06099999999999994,-0.06099999999999994,-0.11399999999999988,-0.04900000000000038,-0.030999999999999694,-0.04999999999999982,4.787,4.862
4.792,4.892,-0.10000000000000053,-0.06099999999999994,-0.06099999999999994,-0.11399999999999988,-0.04900000000000038,-0.030999999999999694,4.958,5.095
4.829,4.899,-0.07000000000000028,-0.10000000000000053,-0.06099999999999994,-0.06099999999999994,-0.11399999999999988,-0.04900000000000038,5.177,5.302
4.984,5.136,-0.15200000000000014,-0.07000000000000028,-0.10000000000000053,-0.06099999999999994,-0.06099999999999994,-0.11399999999999988,5.223,5.353
5.011,5.107,-0.09600000000000009,-0.15200000000000014,-0.07000000000000028,-0.10000000000000053,-0.06099999999999994,-0.06099999999999994,6.023,6.253
4.787,4.862,-0.07500000000000018,-0.09600000000000009,-0.15200000000000014,-0.07000000000000028,-0.10000000000000053,-0.06099999999999994,6.802,7.017
4.958,5.095,-0.13699999999999957,-0.07500000000000018,-0.09600000000000009,-0.15200000000000014,-0.07000000000000028,-0.10000000000000053,7.355,7.528
5.177,5.302,-0.125,-0.13699999999999957,-0.07500000000000018,-0.09600000000000009,-0.15200000000000014,-0.07000000000000028,7.32,7.433
5.223,5.353,-0.1299999999999999,-0.125,-0.13699999999999957,-0.07500000000000018,-0.09600000000000009,-0.15200000000000014,7.94,8.004
6.023,6.253,-0.23000000000000043,-0.1299999999999999,-0.125,-0.13699999999999957,-0.07500000000000018,-0.09600000000000009,7.931,8.064
6.802,7.017,-0.21500000000000075,-0.23000000000000043,-0.1299999999999999,-0.125,-0.13699999999999957,-0.07500000000000018,7.589,7.655
7.355,7.528,-0.17299999999999915,-0.21500000000000075,-0.23000000000000043,-0.1299999999999999,-0.125,-0.13699999999999957,7.416,7.494
7.32,7.433,-0.11299999999999955,-0.17299999999999915,-0.21500000000000075,-0.23000000000000043,-0.1299999999999999,-0.125,7.172,7.307
7.94,8.004,-0.06399999999999917,-0.11299999999999955,-0.17299999999999915,-0.21500000000000075,-0.23000000000000043,-0.1299999999999999,7.312,7.385
7.931,8.064,-0.133,-0.06399999999999917,-0.11299999999999955,-0.17299999999999915,-0.21500000000000075,-0.23000000000000043,8.019,8.118
7.589,7.655,-0.06599999999999984,-0.133,-0.06399999999999917,-0.11299999999999955,-0.17299999999999915,-0.21500000000000075,8.181,8.254
7.416,7.494,-0.0779999999999994,-0.06599999999999984,-0.133,-0.06399999999999917,-0.11299999999999955,-0.17299999999999915,8.549,8.568
7.172,7.307,-0.13500000000000068,-0.0779999999999994,-0.06599999999999984,-0.133,-0.06399999999999917,-0.11299999999999955,8.353,8.361
7.312,7.385,-0.07299999999999951,-0.13500000000000068,-0.0779999999999994,-0.06599999999999984,-0.133,-0.06399999999999917,8.15,8.053
8.019,8.118,-0.0990000000000002,-0.07299999999999951,-0.13500000000000068,-0.0779999999999994,-0.06599999999999984,-0.133,7.622,7.506
8.181,8.254,-0.0730000000000004,-0.0990000000000002,-0.07299999999999951,-0.13500000000000068,-0.0779999999999994,-0.06599999999999984,8.361,8.241
8.549,8.568,-0.019000000000000128,-0.0730000000000004,-0.0990000000000002,-0.07299999999999951,-0.13500000000000068,-0.0779999999999994,8.867,8.736
8.353,8.361,-0.008000000000000895,-0.019000000000000128,-0.0730000000000004,-0.0990000000000002,-0.07299999999999951,-0.13500000000000068,9.149,9.055
8.15,8.053,0.09699999999999953,-0.008000000000000895,-0.019000000000000128,-0.0730000000000004,-0.0990000000000002,-0.07299999999999951,8.872,8.747
7.622,7.506,0.11599999999999966,0.09699999999999953,-0.008000000000000895,-0.019000000000000128,-0.0730000000000004,-0.0990000000000002,11.169,9.56
8.361,8.241,0.120000000000001,0.11599999999999966,0.09699999999999953,-0.008000000000000895,-0.019000000000000128,-0.0730000000000004,11.239,11.369
8.867,8.736,0.13100000000000023,0.120000000000001,0.11599999999999966,0.09699999999999953,-0.008000000000000895,-0.019000000000000128,11.297,11.328
9.149,9.055,0.09399999999999942,0.13100000000000023,0.120000000000001,0.11599999999999966,0.09699999999999953,-0.008000000000000895,11.11,11.1
8.872,8.747,0.125,0.09399999999999942,0.13100000000000023,0.120000000000001,0.11599999999999966,0.09699999999999953,11.733,11.706
11.169,9.56,1.609,0.125,0.09399999999999942,0.13100000000000023,0.120000000000001,0.11599999999999966,11.682,11.682
11.239,11.369,-0.129999999999999,1.609,0.125,0.09399999999999942,0.13100000000000023,0.120000000000001,11.232,11.195
